"SubunitCode","panel_init_year","panel_label","event_ID","CEGL","ba","dens","taxagroup"
"KIMO",2011,"2011-2013","{73AB927B-657F-4826-A1FF-33F3EDCBACC5}","CEGL007216",5.93564661309375,175,2
"CUGA",2011,"2011-2013","{75E2ACE6-3D23-4691-89C6-4EFE64896B31}","CEGL007267",6.102543722625,325,2
"DONE",2016,"2016-2018","{763D28E8-501F-4EBC-8D54-03A762DF0E0D}","CEGL002070",0.196349540625,25,2
"CUGA",2016,"2016-2018","{766B23D0-1C54-4B8C-987F-4824F353FF42}","CEGL007267",4.3393248478125,50,2
"HEIM",2016,"2016-2018","{76EA2209-15E8-4DA5-A277-FA483639F797}","CEGL007246",1.22718462890625,25,2
"LIRI",2016,"2016-2018","{7832D0D7-D746-4481-B426-12B3F1476983}","CEGL008431",1.154535298875,75,2
"CARL",2011,"2011-2013","{7870E8BC-42B8-4811-A4F6-6084E38C2853}","CEGL007944",0.44178646640625,25,2
"CUGA",2011,"2011-2013","{7979524F-8425-4FD1-88EF-FA38CE89B3D6}","CEGL006271",9.5779305916875,450,2
"GUCO",2011,"2011-2013","{7B1149DB-7498-4B58-8C60-D8DEA977A601}","CEGL007244",4.97746085484375,100,2
"KNOB",2016,"2016-2018","{7D3F3658-2962-4700-80C6-57BF2B1E23DD}","CEGL004741",20.5361984539688,150,2
"KIMO",2011,"2011-2013","{7DABA295-95B6-49BA-9495-D11F9C5FCBA6}","CEGL006281",0.196349540625,25,2
"KIMO",2011,"2011-2013","{7E113D4E-3415-4A9F-A4E4-5965F4F15F4E}","CEGL007493",0.384845099625,25,2
"RUCA",2011,"2011-2013","{7E7DBB3F-272B-4486-9891-32C4AFE99673}","CEGL008442",1.76910936103125,50,2
"SHIL",2016,"2016-2018","{7EF67522-A909-469F-AF74-CB7E85F1F721}","CEGL007244",2.37386594615625,75,2
"COWP",2011,"2011-2013","{80C1BC7B-A05C-4C97-B840-B6C6940550D9}","CEGL007216",6.10058022721875,200,2
"LOOK",2011,"2011-2014","{8146BADB-7DE8-46E7-A709-CE6AB5FEA6DC}","CEGL007700",1.23503861053125,50,2
"CARL",2016,"2016-2018","{8156AB30-AAC4-43B1-854E-57BCF3EDE56B}","CEGL007267",2.269800689625,25,2
"SHIL",2011,"2011-2013","{81728DF2-0D47-46D4-B7B0-E5079C9263F3}","CEGL007795",0.96800323528125,50,2
"MACA",2016,"2016-2018","{82AB33B3-E689-4CE2-BD7D-933A3D152372}","CEGL008442",2.6664267616875,125,2
"MACA",2016,"2016-2018","{8325DE88-E8EB-44F5-A557-A457DBB04771}","CEGL004133",0.384845099625,25,2
"CARL",2016,"2016-2018","{834A552B-8F55-424B-914A-85B56EB2C9CC}","CEGL006286",7.00771510490625,175,2
"MACA",2011,"2011-2013","{841BA0A2-93E2-487F-9AFE-62B461357973}","CEGL002070",1.74554741615625,75,2
"RUCA",2016,"2016-2018","{847B3B40-FA8C-40D4-8C30-6ABB63824BAD}","CEGL008442",1.633628178,50,2
"HEIM",2011,"2011-2013","{8488191D-6102-43FF-967E-1878FFB826E9}","CEGL007246",0.44178646640625,25,2
"GUCO",2016,"2016-2018","{848DB109-2DDA-4E40-BEE4-DD1F36E86480}","CEGL006327",5.51349510075,150,2
"COWP",2011,"2011-2013","{8599CD48-3DF4-4BFF-ADA9-0703C97532BF}","CEGL004418",6.56003815228125,50,2
"CUGA",2011,"2011-2013","{859AD631-1CB8-4377-B8BA-A705E52D52EE}","CEGL007267",5.285729633625,250,2
"CUGA",2011,"2011-2013","{86631B3C-A27F-4FEC-A7CB-2D7CC7BA6775}","CEGL007267",3.777765161625,50,2
"DONE",2011,"2011-2013","{8843F2A6-314E-432D-BEF3-E65153C460F8}","CEGL007220",0.5694136678125,50,2
