"SubunitCode","panel_init_year","panel_label","event_ID","CEGL","ba","dens","taxagroup"
"LIRI",2016,"2016-2018","{5C655B00-89D8-4F0B-A6A8-54BDB05FD5E5}","CEGL007244",0.196349540625,25,5
"RUCA",2016,"2016-2018","{612D8FF3-4408-4565-9954-1101F35DB64B}","CEGL008431",0.384845099625,25,5
"LOOK",2016,"2016-2018","{6364B91E-FA45-4C34-B2D8-2CFF32D0F602}","CEGL008430",0.502654824,25,5
"RUCA",2011,"2011-2013","{6415B15C-8132-42B5-AB12-F11205DAD8D2}","CEGL002070",0,0,5
"COWP",2011,"2011-2013","{648AEFD0-D0F9-43A5-BACE-8947ABBC0D45}","CEGL004638",0.2827433385,25,5
"BIRT",2011,"2011-2012","{65B882C9-51EE-40CB-A737-0BA26391D8AB}","CEGL004133",0.43393248478125,50,5
"MACA",2011,"2011-2013","{6861D43E-0EE7-4B42-9471-8E2F62F88D1D}","CEGL004133",1.7160949850625,100,5
"MACA",2016,"2016-2018","{6876576B-5D50-4590-B5A5-6D55448C374E}","CEGL004133",1.75732838859375,100,5
"CHIC",2011,"2011-2013","{6E430B57-E3B6-468C-A0BF-CC9857F994A4}","CEGL008443",0.23758294415625,25,5
"KIMO",2011,"2011-2013","{77BE89F7-AE28-44D8-BC91-AB7C6243AF2C}","CEGL008462",0.90517138228125,75,5
"LOOK",2011,"2011-2014","{7A0F0D44-DF80-44C6-9C53-BC58B21D5896}","CEGL008430",0.23758294415625,25,5
"SHIL",2016,"2016-2018","{7EF67522-A909-469F-AF74-CB7E85F1F721}","CEGL007244",0.8521570063125,75,5
"HEIM",2011,"2011-2013","{7FFC44F5-EC59-48F1-A4D3-EDD41FED5112}","CEGL007246",0.2827433385,25,5
"CHIC",2016,"2016-2018","{8297F31C-18F5-40D2-84C7-CA71B5D57D51}","CEGL008443",0.196349540625,25,5
"MACA",2016,"2016-2018","{8325DE88-E8EB-44F5-A557-A457DBB04771}","CEGL004133",0.23758294415625,25,5
"DONE",2011,"2011-2013","{84B55C5C-2AA7-4827-B28E-060B72B43AB1}","CEGL007105",1.044579556125,100,5
"DONE",2011,"2011-2013","{8843F2A6-314E-432D-BEF3-E65153C460F8}","CEGL007220",0,0,5
"KNOB",2016,"2016-2018","{89A45258-D396-4E55-A247-85B66FD5235B}","CEGL002070",0.2827433385,25,5
"SHIL",2016,"2016-2018","{89B913F0-C4E2-4DFE-BC77-E4A32F25DD2F}","CEGL007246",0.33183072365625,25,5
"SHIL",2011,"2011-2013","{8CDCC3E4-27EF-4738-822B-147EA0A5E1F8}","CEGL007246",0.4751658883125,50,5
"LOOK",2011,"2011-2014","{8EC0DEC5-D0DC-4A38-A309-48B035F5CBB6}","CEGL007231",0.565486677,50,5
"MACA",2011,"2011-2013","{8ECB838E-9C3A-44AC-900B-7CB76403FBA9}","CEGL004133",0.479092879125,50,5
"LIRI",2016,"2016-2018","{92FB9B83-B376-41DF-ADB4-5C68BF902EA3}","CEGL007500",,0,5
"COWP",2016,"2016-2018","{9329F5DA-998E-41B5-9E5F-278DC644DDDD}","CEGL007216",0.23758294415625,25,5
"GUCO",2011,"2011-2013","{95E21D12-5BB1-4363-949D-FD0EE19A3299}","CEGL007221",0.196349540625,25,5
"COWP",2016,"2016-2018","{95E34098-42F9-4B26-9474-C685F2B3941C}","CEGL004638",0.2827433385,25,5
"RUCA",2011,"2011-2013","{96814E2C-63E3-4FB3-9164-0E18CA45D606}","CEGL008431",0.384845099625,25,5
"MACA",2016,"2016-2018","{973AE60E-C7A3-423E-9740-1E4A96534798}","CEGL005018",,0,5
"CARL",2016,"2016-2018","{97B8817D-7596-4082-9FD4-A93B55E1DD4B}","CEGL007944",0,0,5
"GUCO",2016,"2016-2018","{97F00072-314A-41ED-A4E4-37A491874668}","CEGL008475",0,0,5
"RUCA",2016,"2016-2018","{994B699B-1F1D-4F5D-B53A-6DE0B8DDDE77}","CEGL007268",0.23758294415625,25,5
"CHIC",2016,"2016-2018","{9C749BBD-761D-42EC-BC12-1BDDFF9194E3}","CEGL003807",0.23758294415625,25,5
"LOOK",2016,"2016-2018","{9CBA2CA6-FBD4-4AEB-BE08-64F6493CD251}","CEGL008430",0,0,5
"NISI",2011,"2011-2013","{9FB9B1EF-ADB3-4C26-94D9-687122F0BD5C}","CEGL008462",0.196349540625,25,5
"CARL",2011,"2011-2013","{A0B66720-421B-478C-B17F-C8D4F52A02DA}","CEGL006286",0.23758294415625,25,5
"LOOK",2016,"2016-2018","{A3AAF26D-1420-428F-BC29-381EEF7568C7}","CEGL007231",0.565486677,50,5
"BIRT",2016,"2016-2017","{A8947346-86E8-4CA8-ABF8-5B6E01CD70D2}","CEGL007124",,0,5
"DONE",2016,"2016-2018","{ACF21E92-BFA9-4E15-8039-D2805032CA01}","CEGL007124",2.599667917875,125,5
"CHIC",2011,"2011-2013","{AD95A506-4CA7-4FCF-A539-29324657CE82}","CEGL008429",0,0,5
"KIMO",2011,"2011-2013","{AF4B6749-7FAC-4D06-BA92-3112D4000B11}","CEGL006281",0.384845099625,25,5
"KNOB",2011,"2011-2013","{B20B695B-2EBF-49B1-B27E-FB20AFDBE796}","CEGL005018",1.50992796740625,100,5
"MACA",2016,"2016-2018","{B4183371-A38C-4227-A1DA-0E7F7800807E}","CEGL002070",0.23758294415625,25,5
"DONE",2016,"2016-2018","{B6E68142-F4B7-4D8D-AECB-87831CD9D337}","CEGL007220",,0,5
"KIMO",2011,"2011-2013","{B7666359-DE84-40A6-BE78-FEBF7FAB029E}","CEGL007244",0.23758294415625,25,5
"KIMO",2016,"2016-2018","{B845E5E4-CA3B-4B17-B14A-946FB2DF85C3}","CEGL006281",0.44178646640625,25,5
"SHIL",2016,"2016-2018","{B978CC83-AFCF-4A2D-BE9E-8480023DEFF8}","CEGL004052",0.502654824,25,5
"RUCA",2016,"2016-2018","{BAB5CE87-5092-412F-AF51-7D7B992BF288}","CEGL008431",0.44178646640625,25,5
"MACA",2016,"2016-2018","{BC8DEB21-9BFB-4960-BC12-7BBD5E162FE5}","CEGL005018",,0,5
"MACA",2011,"2011-2013","{BD386398-434A-4B1A-8510-0C6162A91449}","CEGL002070",0.196349540625,25,5
"COWP",2016,"2016-2018","{BF268A3A-D4E4-4B21-8B0F-AE9CF04EA8CC}","CEGL007244",,0,5
"SHIL",2011,"2011-2013","{C06B4122-7652-437A-AD49-B867546E01A0}","CEGL004052",0.636172511625,25,5
"KIMO",2011,"2011-2013","{C1E30CE7-6C76-4AC8-B252-2FCDCB3A17D4}","CEGL004418",1.56490583878125,75,5
"GUCO",2011,"2011-2013","{C2F3CAB6-DBEB-42D8-A10F-EC51DE913A12}","CEGL008465",0.23758294415625,25,5
"LIRI",2011,"2011-2013","{C35A5A5E-1677-4EB1-89A6-E97D15625FC3}","CEGL007244",0.23758294415625,25,5
"BIRT",2016,"2016-2017","{C757EF88-CBAD-4763-9880-C090BF509E5B}","CEGL004133",0.196349540625,25,5
"NISI",2011,"2011-2013","{C8DC6548-6F35-44BD-BFB7-79C32EB3D237}","CEGL008462",0.5694136678125,50,5
"DONE",2011,"2011-2013","{C94F4C27-B19E-475E-B4CB-784D311FD348}","CEGL007124",2.6507187984375,150,5
"KNOB",2011,"2011-2013","{C9E97A8D-C723-46A0-A529-1B2FA68C6097}","CEGL002070",0.52032628265625,50,5
"MACA",2011,"2011-2013","{CAA3CB67-A5D4-4EEC-A4EE-C05EB5C2A2D9}","CEGL007795",0,0,5
"RUCA",2016,"2016-2018","{CBE736CD-4BC5-45EF-85B4-71659B968D0D}","CEGL007233",,0,5
"DONE",2016,"2016-2018","{CCEEA277-1D95-40B5-9E9A-CD605E9B6A3E}","CEGL007105",1.044579556125,100,5
"LOOK",2011,"2011-2014","{D0B9AF13-6E52-4448-B822-AADB58677382}","CEGL007700",0.94444129040625,50,5
"MACA",2011,"2011-2013","{D3E55400-8CE1-4C0D-A44B-AB6C434E5212}","CEGL007124",0,0,5
"KNOB",2011,"2011-2013","{D7F30348-2F1C-4632-A976-B0DC0BA14B9B}","CEGL002070",0.196349540625,25,5
"CARL",2011,"2011-2013","{D9269BFD-73F6-4BDF-A1EB-0B57758CF5AF}","CEGL007267",0.33183072365625,25,5
"GUCO",2016,"2016-2018","{D973EF95-2547-4CF0-8A13-A3B29DFB8E32}","CEGL002591",,0,5
"LIRI",2011,"2011-2013","{DBE5B9C8-99CF-4099-BCE0-CE9D13B02498}","CEGL007244",0.196349540625,25,5
"DONE",2011,"2011-2013","{DC578425-EB19-4AAC-9D40-440355D5B12D}","CEGL007220",0,0,5
"LOOK",2016,"2016-2018","{DEF2C3C7-1AEA-4460-9249-24391992DEDD}","CEGL007700",0.94444129040625,50,5
"HEIM",2011,"2011-2013","{E4481379-F927-4231-A1FE-C529D827BFEE}","CEGL007246",0.23758294415625,25,5
"DONE",2016,"2016-2018","{E4744BF0-F412-4379-AD87-C943E1CB8D4C}","CEGL007220",,0,5
"COWP",2011,"2011-2013","{E717401E-E291-4747-90EF-1C70AEEF2B80}","CEGL007216",0.196349540625,25,5
"CHIC",2011,"2011-2013","{E768DBCD-F612-4F61-B108-4DCEC9E049B8}","CEGL007247",0.23758294415625,25,5
"NISI",2016,"2016-2018","{E940E3DA-846A-4D96-9DC5-E5F6D7932794}","CEGL008462",1.641482159625,75,5
"KNOB",2011,"2011-2013","{E9A54BF2-AFBF-46C4-A629-98EB07BF6A6D}","CEGL002070",0,0,5
"RUCA",2011,"2011-2013","{EE4A047B-F7E0-46EA-8C48-E3A5009FA704}","CEGL008431",0.384845099625,25,5
"RUCA",2016,"2016-2018","{F3D777E5-BB95-441B-90F8-5FBB87DBD754}","CEGL002070",,0,5
"CHIC",2016,"2016-2018","{F427BCB7-8A56-4DB2-BEBE-DB0F425B795B}","CEGL007247",0.2827433385,25,5
"KNOB",2016,"2016-2018","{F511AC79-ECB4-47D7-9CAF-BF7A1CDBD7E9}","CEGL005018",0.667588438125,50,5
"HEIM",2016,"2016-2018","{F59A6286-4163-42F7-AC49-4B06BD94DAC0}","CEGL007246",0.2827433385,25,5
"RUCA",2016,"2016-2018","{F6C1E0C4-F1F5-4777-A024-E5A3BFB15F09}","CEGL007233",0.23758294415625,25,5
"BIRT",2011,"2011-2012","{F6DC30AA-D0FA-4900-A92A-7293BB81CD3F}","CEGL007220",1.29394347271875,100,5
"KIMO",2016,"2016-2018","{F6E23E95-C948-44BD-B973-652AB9ABC23C}","CEGL007221",3.950552757375,250,5
"NISI",2011,"2011-2013","{F915E314-B564-4744-A77A-28A9E89D37F6}","CEGL008462",1.37641027978125,75,5
"MACA",2011,"2011-2013","{F96D9494-06AF-4556-8389-B5D37DA9B896}","CEGL004133",0.23758294415625,25,5
"SHIL",2016,"2016-2018","{FA21D78D-81E2-4E73-8A60-250AE440CD1B}","CEGL007244",0.7853981625,25,5
"GUCO",2011,"2011-2013","{FA36A62C-0672-467F-B0E4-0E584AC53865}","CEGL008475",0.4751658883125,50,5
"SHIL",2016,"2016-2018","{086DF071-7B53-4AAC-B398-C78476AD8E48}","CEGL007216",,0,5
"COWP",2016,"2016-2018","{11BBA951-78BF-4820-A399-D913947B338D}","CEGL007221",0.94444129040625,50,5
"COWP",2011,"2011-2013","{192D8F0B-0098-4B89-A511-8879AB812F59}","CEGL006327",0.887499923625,50,5
"LIRI",2011,"2011-2013","{20B9460F-0E16-4E1D-B652-EBA8BD8B8729}","CEGL008430",0.44178646640625,25,5
"KIMO",2011,"2011-2013","{3310AF53-F516-4D7E-B7C9-845F12FB4818}","CEGL007221",0.23758294415625,25,5
"COWP",2016,"2016-2018","{35A4F14F-9DAB-4E85-9170-50E46FB1B431}","CEGL006011",0.636172511625,25,5
"COWP",2011,"2011-2013","{36107B40-A8D1-4E5F-8C6B-A617D9BFBDA6}","CEGL007221",2.21285932284375,125,5
"COWP",2016,"2016-2018","{383D057C-AFA1-4A72-9291-024513FA74AA}","CEGL006327",1.21933064728125,75,5
"SHIL",2011,"2011-2013","{4F8AEF65-7F29-4DE5-A2AE-A07EC9886C24}","CEGL007216",0.56745017240625,25,5
"DONE",2016,"2016-2018","{763D28E8-501F-4EBC-8D54-03A762DF0E0D}","CEGL002070",1.03868906990625,25,5
"NISI",2016,"2016-2018","{774DDF67-6436-418B-8B7B-F38BC887120C}","CEGL008462",0.2827433385,25,5
"STRI",2016,"2016-2018","{794E5CC3-7C7D-47F5-809B-5B349CB0F39B}","CEGL003876",0.7853981625,25,5
"DONE",2011,"2011-2013","{84B55C5C-2AA7-4827-B28E-060B72B43AB1}","CEGL007105",0.33183072365625,25,5
"LIRI",2016,"2016-2018","{8C88E09E-F4A6-405A-944B-E8B50A4BB034}","CEGL004539",1.6218472055625,150,5
"COWP",2016,"2016-2018","{9329F5DA-998E-41B5-9E5F-278DC644DDDD}","CEGL007216",0.23758294415625,25,5
"COWP",2011,"2011-2013","{984E1621-E522-445F-98B3-F529E88DCD69}","CEGL006011",0.56745017240625,25,5
"CHIC",2016,"2016-2018","{9C749BBD-761D-42EC-BC12-1BDDFF9194E3}","CEGL003807",0.2827433385,25,5
"DONE",2016,"2016-2018","{ACF21E92-BFA9-4E15-8039-D2805032CA01}","CEGL007124",0.33183072365625,25,5
"SHIL",2016,"2016-2018","{B978CC83-AFCF-4A2D-BE9E-8480023DEFF8}","CEGL004052",0.950331776625,25,5
"SHIL",2011,"2011-2013","{C06B4122-7652-437A-AD49-B867546E01A0}","CEGL004052",0.950331776625,25,5
"STRI",2016,"2016-2018","{C211E050-6328-4373-A040-33B128BB4B88}","CEGL007124",0.33183072365625,25,5
"STRI",2011,"2011-2013","{C4D2CFD9-E693-41A2-ACB9-6CA70809CDE7}","CEGL007124",0.23758294415625,25,5
"DONE",2011,"2011-2013","{C94F4C27-B19E-475E-B4CB-784D311FD348}","CEGL007124",0.2827433385,25,5
"DONE",2011,"2011-2013","{CA2EE2F5-26F8-4AB8-9873-B9AB157BEB24}","CEGL002070",0.950331776625,25,5
"DONE",2016,"2016-2018","{CCEEA277-1D95-40B5-9E9A-CD605E9B6A3E}","CEGL007105",0.384845099625,25,5
"STRI",2011,"2011-2013","{D7FD8614-692D-41ED-B6FE-4F61D4A06141}","CEGL003876",0.7853981625,25,5
"NISI",2011,"2011-2013","{DEC23A28-710C-43D4-8069-3E57FE47EBF6}","CEGL008462",0.23758294415625,25,5
"LIRI",2011,"2011-2013","{EA21F8FC-5F0D-49B5-8AC5-98707BDA0BF5}","CEGL004539",1.138827335625,100,5
"KIMO",2016,"2016-2018","{F6E23E95-C948-44BD-B973-652AB9ABC23C}","CEGL007221",0.23758294415625,25,5
"LIRI",2016,"2016-2018","{FFB3DEED-7EA2-4FEE-B156-50135D01C7D1}","CEGL008430",0.44178646640625,25,5
"MACA",2011,"2011-2013","{011FBFBA-7F1F-4F10-B304-605C8F932BD1}","CEGL005131",2.69587919278125,75,2
"DONE",2011,"2011-2013","{02F841FF-EE38-4884-A9EE-8CAEFF0E225C}","CEGL002070",0.33183072365625,25,2
"MACA",2011,"2011-2013","{0F6AEE52-9730-4D64-8ADC-AA7B20DAF428}","CEGL004133",0.33183072365625,25,2
"SHIL",2011,"2011-2013","{11E072D1-F28F-4309-9108-BAF189A124DB}","CEGL007246",0.56745017240625,25,2
"GUCO",2016,"2016-2018","{167DBEB5-DA3E-40FD-94BB-1767BFEABB11}","CEGL002591",0.9464047858125,50,2
"KIMO",2011,"2011-2013","{178E4891-23ED-42CE-A46D-F0A0388BF25F}","CEGL008475",0.2827433385,25,2
"MACA",2016,"2016-2018","{195BCAD3-A6B0-4E9E-9E3B-F1AEFFFD04D1}","CEGL002411",8.00124378046875,100,2
"KNOB",2016,"2016-2018","{1C6DAB15-B6F6-4004-A9C0-484855269F61}","CEGL002070",0.699004364625,50,2
"MACA",2016,"2016-2018","{21C518BB-3C96-4A4A-B36C-D046188F660F}","CEGL007795",0.70882184165625,25,2
"SHIL",2011,"2011-2013","{2606AD30-F88E-4670-934A-A8222EB485B8}","CEGL007246",0.33183072365625,25,2
"MACA",2016,"2016-2018","{295E9575-5891-407A-BC9E-599F26C4F980}","CEGL008442",1.43138815115625,25,2
"GUCO",2016,"2016-2018","{2B744B6D-4D8E-42FF-A472-C74A05641C15}","CEGL008465",0.667588438125,50,2
"MACA",2016,"2016-2018","{2D6E5613-BCE7-4CC0-BB46-7A2FE81E6591}","CEGL007124",1.99294783734375,100,2
"SHIL",2011,"2011-2013","{30921F30-5456-4878-99CC-C0DEC0412973}","CEGL007881",8.06014864265625,50,2
"MACA",2016,"2016-2018","{33FB4236-E3D6-49A1-8011-DFB2FD006ACB}","CEGL007795",9.88030888425,225,2
"SHIL",2016,"2016-2018","{3AAD94CC-6A24-4B58-BC72-244BA116CA60}","CEGL007246",0.7853981625,25,2
"DONE",2016,"2016-2018","{400CBE71-66A1-4C4B-AA7B-5B967C2CAC2F}","CEGL003871",0.23758294415625,25,2
"KNOB",2016,"2016-2018","{42398E21-E9F9-47E5-991C-C4F0AFDD252F}","CEGL002070",0.23758294415625,25,2
"GUCO",2011,"2011-2013","{4CE339A2-DBEB-4322-8DB3-E0EBC1FBEBD7}","CEGL008475",2.576105973,75,2
"NISI",2016,"2016-2018","{4F4713C5-E4A5-4765-9E91-EFB7D05A89A6}","CEGL008466",4.06639898634375,100,2
"MACA",2011,"2011-2013","{5224FA2E-14BB-4F2C-BEDF-17D87B9148B9}","CEGL002411",7.12552482928125,100,2
"MACA",2016,"2016-2018","{5B5ACCDB-AD76-4D53-923B-33E6009619EC}","CEGL007795",3.56374416234375,100,2
"KIMO",2016,"2016-2018","{5C353F54-8900-442D-9811-8F4336F18949}","CEGL008462",0.76969019925,50,2
"KIMO",2016,"2016-2018","{5D12A1F3-1EAB-4AB0-B1B1-2097ADDAB77E}","CEGL008475",0.52818026428125,50,2
"MACA",2016,"2016-2018","{634C4DD4-2E7C-4D92-8017-7CBEC27FDEE4}","CEGL005018",2.269800689625,25,2
"CUGA",2016,"2016-2018","{66B23BDB-8E4A-45F2-869C-3AD9D86D0F33}","CEGL007267",1.52170893984375,100,2
"NISI",2011,"2011-2013","{66E94B30-2329-42D3-804B-E89F98BC5D21}","CEGL008466",3.793473124875,100,2
"MACA",2016,"2016-2018","{687D6C8B-6049-4DD3-A6D7-C6688E6EAD93}","CEGL007795",1.64344565503125,100,2
"MACA",2011,"2011-2013","{6F0C2DE2-C851-4B01-962E-C973DCC5E93A}","CEGL008442",1.130973354,25,2
"MACA",2016,"2016-2018","{71CCC62C-E583-4AA8-A0E4-3C448A33FE63}","CEGL004133",0.502654824,25,2
"KIMO",2011,"2011-2013","{77BE89F7-AE28-44D8-BC91-AB7C6243AF2C}","CEGL008462",0.61457406215625,50,2
"DONE",2011,"2011-2013","{8843F2A6-314E-432D-BEF3-E65153C460F8}","CEGL007220",1.327322894625,25,2
"GUCO",2016,"2016-2018","{95E0989A-657A-4B45-AB53-9BBD95A6AA10}","CEGL008475",2.88437475178125,75,2
"SHIL",2016,"2016-2018","{971C4EFE-C6A9-42AC-824F-B1B522B92C8D}","CEGL007246",0.6715154289375,75,2
"NISI",2011,"2011-2013","{9A858967-926A-4E9B-A313-87FA0DC9B74B}","CEGL008462",0.196349540625,25,2
"SHIL",2016,"2016-2018","{9C9B760E-5FC0-4F96-A268-864092179475}","CEGL007246",0.44178646640625,25,2
"GUCO",2011,"2011-2013","{A0544851-F66F-4CC6-9C53-A773F7353C7F}","CEGL002591",0.76379971303125,50,2
"NISI",2016,"2016-2018","{A3CBE707-2D0C-49E5-972B-C4446F2E8D64}","CEGL008462",0.23758294415625,25,2
"MACA",2011,"2011-2013","{A4D4F4E5-9186-412E-85E9-F702E50BF8BD}","CEGL002411",19.5976476497813,50,2
"GUCO",2016,"2016-2018","{AE9A95E4-9E3C-4136-B8AE-4796F9F18ACC}","CEGL002591",0.23758294415625,25,2
"MACA",2011,"2011-2013","{B3CB279B-855A-4556-BEA5-36E666C5FB11}","CEGL005018",2.13824649740625,25,2
"MACA",2011,"2011-2013","{B60EEEB7-932D-4DD9-81ED-CBCBA26AD429}","CEGL007795",1.40389921546875,100,2
"DONE",2016,"2016-2018","{B6E68142-F4B7-4D8D-AECB-87831CD9D337}","CEGL007220",1.43138815115625,25,2
"DONE",2016,"2016-2018","{BEC63B03-0DC0-41BA-B175-A9F22843497D}","CEGL002070",0.384845099625,25,2
"GUCO",2011,"2011-2013","{C2F3CAB6-DBEB-42D8-A10F-EC51DE913A12}","CEGL008465",0.5694136678125,50,2
"GUCO",2011,"2011-2013","{D169E15F-F191-4776-83DA-F61A24620B07}","CEGL007244",0.56745017240625,25,2
"MACA",2011,"2011-2013","{D3E55400-8CE1-4C0D-A44B-AB6C434E5212}","CEGL007124",1.09366694128125,50,2
"DONE",2011,"2011-2013","{D75CB67B-ABDB-4765-99D0-B619138953F5}","CEGL003871",1.18791472078125,75,2
"KNOB",2011,"2011-2013","{D7F30348-2F1C-4632-A976-B0DC0BA14B9B}","CEGL002070",0.44178646640625,25,2
"MACA",2011,"2011-2013","{D967ACAD-9AC5-421C-9C77-0DD0E6032036}","CEGL007795",0.636172511625,25,2
"DONE",2016,"2016-2018","{E21DD77C-6D26-4ADA-8D20-6EB253582879}","CEGL003871",1.672898086125,100,2
"MACA",2011,"2011-2013","{E2BFF458-D925-46E7-99FA-1A1C090215CF}","CEGL007795",9.03796935496875,225,2
"CUGA",2011,"2011-2013","{E72C8166-A9ED-4F0A-A557-B1BBDB1115C1}","CEGL007267",1.2527100691875,100,2
"GUCO",2016,"2016-2018","{F1FD42CF-D993-4FB8-B01D-C692B066DAF1}","CEGL008475",0.196349540625,25,2
"KNOB",2016,"2016-2018","{F389DE9A-449B-4EC3-BE98-F515564D8148}","CEGL002070",0.23758294415625,25,2
"GUCO",2016,"2016-2018","{F413C0B5-A2BD-4783-B609-29C2CD5EEBF3}","CEGL007244",0.70882184165625,25,2
"SHIL",2016,"2016-2018","{F5526FA0-7145-4EF5-9461-E75C79151FD0}","CEGL007881",8.270242651125,50,2
"MACA",2016,"2016-2018","{FA93C624-5E79-4886-8980-5FB6CA04C389}","CEGL002411",20.420352225,50,2
"MACA",2011,"2011-2013","{FC500F00-989C-407A-B534-89CB28A3A060}","CEGL007795",2.62126636734375,100,2
"MACA",2016,"2016-2018","{FF4F5618-81F9-4975-9631-710AEAD8D1F5}","CEGL005131",3.10428623728125,75,2
"STRI",2016,"2016-2018","{00EC8F9E-87B1-4D7D-98D9-B2257A7AC635}","CEGL007124",6.14377712615625,100,2
"MACA",2011,"2011-2013","{011FBFBA-7F1F-4F10-B304-605C8F932BD1}","CEGL005131",0.2827433385,25,2
"CHIC",2011,"2011-2013","{0576908D-D9AD-4CE5-8188-5EEFD28A037B}","CEGL007699",2.40528187265625,25,2
"LOOK",2011,"2011-2014","{08BCA74D-D44B-4F6D-9709-2050A237FAED}","CEGL007330",4.3236168845625,100,2
"RUCA",2011,"2011-2013","{08F90BCE-DF83-4796-9DA9-4023E30C8594}","CEGL008442",5.5723999629375,100,2
"LIRI",2011,"2011-2013","{0C0CA7DC-3126-4C49-A1D3-CE2289981F3B}","CEGL008431",0.23758294415625,25,2
"CHIC",2011,"2011-2013","{0CBE8039-50EB-4D03-A463-136E6239F199}","CEGL007247",1.84372218646875,125,2
"MACA",2016,"2016-2018","{0E570ADF-85CD-46B1-918E-D6CAF823B068}","CEGL008442",1.65129963665625,25,2
"MACA",2011,"2011-2013","{0F6AEE52-9730-4D64-8ADC-AA7B20DAF428}","CEGL004133",2.5172011108125,50,2
"MACA",2016,"2016-2018","{1267D752-8047-407C-8860-AEA976DF974E}","CEGL007121",0.95229527203125,50,2
"RUCA",2016,"2016-2018","{127674C7-E28E-433E-ACC9-75E513A60442}","CEGL008442",0.23758294415625,25,2
"CHIC",2011,"2011-2013","{14E61B03-1A50-4FC7-8C96-C3642FBFE7C0}","CEGL007808",1.14864481265625,50,2
"GUCO",2016,"2016-2018","{167DBEB5-DA3E-40FD-94BB-1767BFEABB11}","CEGL002591",7.5044794426875,125,2
"MACA",2016,"2016-2018","{195BCAD3-A6B0-4E9E-9E3B-F1AEFFFD04D1}","CEGL002411",2.269800689625,25,2
"LIRI",2011,"2011-2013","{1F3B818A-CE31-4CE1-9C6B-BB44BB8E63E5}","CEGL004098",0.23758294415625,25,2
"BIRT",2016,"2016-2017","{21322C68-0B27-4608-92E2-07CBAD51737F}","CEGL007220",8.4233952928125,100,2
"SHIL",2011,"2011-2013","{256AC452-2806-4CD8-B540-B8874A38FB1C}","CEGL007795",0.80306962115625,75,2
"SHIL",2011,"2011-2013","{273A11A1-C9C7-400A-B1EA-69AF900E36FF}","CEGL002067",3.463605896625,25,2
"MACA",2016,"2016-2018","{295E9575-5891-407A-BC9E-599F26C4F980}","CEGL008442",3.14159265,25,2
"BIRT",2011,"2011-2012","{2A2F8D2F-EC34-415B-8175-484087B06E03}","CEGL007124",0.7736171900625,50,2
"GUCO",2016,"2016-2018","{2B744B6D-4D8E-42FF-A472-C74A05641C15}","CEGL008465",0.384845099625,25,2
"LOOK",2011,"2011-2014","{2E8AAFDF-5512-433C-A7C5-D94AC37C54DD}","CEGL007334",16.6190251185,25,2
"STRI",2011,"2011-2013","{2F4BE918-3CE6-4A47-913B-57B4084C1B07}","CEGL007124",0.63813600703125,50,2
"BIRT",2011,"2011-2012","{306026FB-BD50-4420-B243-22D7B9D8FCAB}","CEGL007220",7.21584561796875,100,2
"MACA",2016,"2016-2018","{32F9D73E-EFAA-433B-85C2-2ADAF7E7E14E}","CEGL002070",0.70882184165625,25,2
"GUCO",2016,"2016-2018","{3975EF97-5A06-49C2-AAE5-45AEB18AFE08}","CEGL007221",0,0,2
"MACA",2011,"2011-2013","{3A395CFC-6DFA-4F53-8AB6-36DFE729E139}","CEGL008442",6.04167536503125,50,2
"RUCA",2016,"2016-2018","{3A9D7B47-A973-4938-A20B-2607C8EB5BD0}","CEGL008442",4.2922009580625,75,2
"RUCA",2011,"2011-2013","{3DDE18EA-105F-4345-842F-CFF941772B36}","CEGL008442",6.65035894096875,125,2
"LOOK",2011,"2011-2014","{407346DA-F783-4D23-A978-7D2F3C9E7DD4}","CEGL007700",11.8477312813125,125,2
"BIRT",2016,"2016-2017","{40C0F7C9-11E9-41B5-80F3-3E463D0CD7AF}","CEGL007220",0.87375545578125,50,2
"KNOB",2016,"2016-2018","{42398E21-E9F9-47E5-991C-C4F0AFDD252F}","CEGL002070",0.86590147415625,25,2
"GUCO",2011,"2011-2013","{4250809D-20A0-40A5-818B-F4D4845C1F00}","CEGL007221",0.636172511625,25,2
"CHIC",2016,"2016-2018","{457D0AB4-F3E0-4023-A76D-2D00F36003B7}","CEGL008429",4.154756279625,25,2
"LOOK",2016,"2016-2018","{457FCC01-0CE2-4E1B-AE46-83A09997DF6B}","CEGL007330",6.1143246950625,125,2
"STRI",2016,"2016-2018","{46254450-BF65-40F8-BED8-3F17B394668A}","CEGL007808",1.22718462890625,25,2
"CHIC",2016,"2016-2018","{47E3DE4D-80FA-4048-B4BB-5573896C0697}","CEGL007808",1.4137166925,50,2
"STRI",2011,"2011-2013","{4BF1D04A-452E-4495-BA3F-C63A9EF0372C}","CEGL007808",1.130973354,25,2
"GUCO",2011,"2011-2013","{4CE339A2-DBEB-4322-8DB3-E0EBC1FBEBD7}","CEGL008475",0.33183072365625,25,2
"HEIM",2016,"2016-2018","{4DB597DB-8A01-4500-9FDD-3937B5D87F4C}","CEGL007246",0.887499923625,50,2
"MACA",2011,"2011-2013","{4E03B655-4EEE-40C2-895E-019D1BF71CCA}","CEGL008442",1.43138815115625,25,2
"KNOB",2011,"2011-2013","{4F059002-9EB8-4DD0-8476-84FAB0CD4508}","CEGL002070",11.4864481265625,75,2
