"Event_ID","UnitCode","SubunitCode","panel_init_year","panel_label","avgPlotCWDVol","cwdPercentOfLiveVol","CEGL"
"{11635730-D27A-455E-8435-421FF92C89C3}","KIMO","KIMO",2011,"2011-2013",55.9675963918666,43.7141029929713,"CEGL006281"
"{11BBA951-78BF-4820-A399-D913947B338D}","COWP","COWP",2016,"2016-2018",19.8780000686412,7.11464624333121,"CEGL007221"
"{11CB3732-7FF0-4C3C-9130-20C54CF661CD}","COWP","COWP",2011,"2011-2013",10.154897630101,8.12110875582957,"CEGL007244"
"{11E072D1-F28F-4309-9108-BAF189A124DB}","SHIL","SHIL",2011,"2011-2013",17.7652878813612,5.94186243949146,"CEGL007246"
"{1221D7DB-8E36-436E-81E1-2C7CBBDFDE56}","LIRI","LIRI",2011,"2011-2013",8.18868738281495,2.44560949393394,"CEGL007493"
"{1252E3EF-C9BF-4D20-9ED4-D36B5BF1ED04}","CUGA","CUGA",2011,"2011-2013",81.0849684723936,47.2248420559545,"CEGL006271"
"{1267D752-8047-407C-8860-AEA976DF974E}","MACA","MACA",2016,"2016-2018",29.1615966871998,8.07956645302951,"CEGL007121"
"{127674C7-E28E-433E-ACC9-75E513A60442}","RUCA","RUCA",2016,"2016-2018",17.0404888098127,6.51110338031735,"CEGL008442"
"{12B27D36-0D0D-405D-BCCC-B513AD4A2EBE}","CARL","CARL",2011,"2011-2013",39.0466223225752,8.14290991253537,"CEGL006286"
"{13A88573-4AF9-4081-BBCC-72DADE1767E9}","COWP","COWP",2011,"2011-2013",0,0,"CEGL007216"
"{1452354A-0AE1-4C6F-AB61-574104701A4E}","NISI","NISI",2011,"2011-2013",15.0511466772644,2.75001280423787,"CEGL004638"
"{14E61B03-1A50-4FC7-8C96-C3642FBFE7C0}","CHCH","CHIC",2011,"2011-2013",14.0796074962524,3.52556229612875,"CEGL007808"
"{16258A7F-175B-46A1-AE35-9DB7D2D7202B}","GUCO","GUCO",2016,"2016-2018",14.3880326330816,2.41666870792626,"CEGL008475"
"{1674C624-C4C2-401A-B879-7E3987B590DC}","ABLI","KNOB",2011,"2011-2013",30.1022933545288,20.1558887907234,"CEGL002070"
"{167DBEB5-DA3E-40FD-94BB-1767BFEABB11}","GUCO","GUCO",2016,"2016-2018",39.910212705697,9.81766670796386,"CEGL002591"
"{17499588-9056-40A1-A1D4-6721DEA0F7C0}","MACA","MACA",2016,"2016-2018",58.5390909701799,12.9854446981418,"CEGL007795"
"{178E4891-23ED-42CE-A46D-F0A0388BF25F}","KIMO","KIMO",2011,"2011-2013",24.5969046621278,10.3061297341629,"CEGL008475"
"{18097CDD-317C-4849-AEC4-3F106D56C816}","KIMO","KIMO",2011,"2011-2013",25.2908612199934,23.715677415613,"CEGL008431"
"{18672263-C3E9-4BCA-AC37-D3049170290E}","CARL","CARL",2016,"2016-2018",10.0083956901072,2.59166769501445,"CEGL006286"
"{1902E728-86BD-4A84-9AA8-89F328C08467}","CUGA","CUGA",2011,"2011-2013",45.9090816170247,8.70812040879884,"CEGL007240"
"{192D8F0B-0098-4B89-A511-8879AB812F59}","COWP","COWP",2011,"2011-2013",24.2306498121431,8.91669891290743,"CEGL006327"
"{195BCAD3-A6B0-4E9E-9E3B-F1AEFFFD04D1}","MACA","MACA",2016,"2016-2018",5.26250389714802,2.24745048443405,"CEGL002411"
"{1ABB13ED-133A-43B9-8879-AFA3EF51CE71}","ABLI","BIRT",2016,"2016-2017",26.3549279420541,4.14132944981145,"CEGL007220"
"{1AF80B35-EF9F-49D7-828A-17C837617936}","RUCA","RUCA",2016,"2016-2018",96.4599615433286,18.6843983643382,"CEGL002070"
"{1C0ACA11-A5CB-4D02-A02E-E78628E6E6B3}","CUGA","CUGA",2016,"2016-2018",0.986960437853402,0.764296416135752,"CEGL006271"
"{1C2977BD-36DF-4A12-BC2F-A062DFEFF17B}","SHIL","SHIL",2011,"2011-2013",5.93718388396187,1.30567791554326,"CEGL007881"
"{1C6DAB15-B6F6-4004-A9C0-484855269F61}","ABLI","KNOB",2016,"2016-2018",6.61571918498609,3.03068511670361,"CEGL002070"
"{1D557FDE-4C66-4B8C-9965-39C9301D969B}","KIMO","KIMO",2016,"2016-2018",61.6387635953133,30.5949619430119,"CEGL007216"
"{1DE6BBE8-8A73-4ECB-BAF6-64D371924B0F}","STRI","STRI",2016,"2016-2018",1.54212568414594,0.947811604806046,"CEGL007124"
"{1E907471-A11F-467D-8772-160587FAD15B}","CHCH","CHIC",2016,"2016-2018",4.27168814508426,1.15570903196117,"CEGL007808"
"{1EFFC91C-1693-4A6B-A59C-8B84FDCF52CF}","SHIL","SHIL",2011,"2011-2013",32.2304267986502,8.13401352706353,
"{1F3B818A-CE31-4CE1-9C6B-BB44BB8E63E5}","LIRI","LIRI",2011,"2011-2013",5.10443601452307,3.21367184294334,"CEGL004098"
"{20600E76-6E29-4DB7-92B4-267CE5C809B7}","LIRI","LIRI",2016,"2016-2018",17.1407269792821,18.8640871023185,"CEGL006011"
"{20AC85E6-EB7B-4631-A939-7C13E41DBE96}","STRI","STRI",2011,"2011-2013",0,0,"CEGL007124"
"{20B9460F-0E16-4E1D-B652-EBA8BD8B8729}","LIRI","LIRI",2011,"2011-2013",18.058291761349,10.4497255861417,"CEGL008430"
"{20C8271A-133B-4732-9D0D-0F410B55AD6D}","FODO","HEIM",2016,"2016-2018",5.7367075450229,2.19737231512645,"CEGL007246"
"{2119F8BC-59AC-4CA5-A4F7-DBA7871A40B8}","NISI","NISI",2016,"2016-2018",5.21238481241328,1.53183435727249,"CEGL008462"
"{21322C68-0B27-4608-92E2-07CBAD51737F}","ABLI","BIRT",2016,"2016-2017",15.5440761370182,7.7670178843819,"CEGL007220"
"{21849A8E-65FA-4BBC-8913-504B60A671C1}","GUCO","GUCO",2011,"2011-2013",47.1774799922347,11.7708060854924,"CEGL002591"
"{21C518BB-3C96-4A4A-B36C-D046188F660F}","MACA","MACA",2016,"2016-2018",3.02256634092605,0.406709497160211,"CEGL007795"
"{21D1D93F-10EB-42F4-BA1B-C4C97A3D2665}","LIRI","LIRI",2011,"2011-2013",15.6371544372398,6.25332720434659,"CEGL007244"
"{22647B09-6E67-4AE5-9913-45FAE09A03AA}","SHIL","SHIL",2011,"2011-2013",9.63828552591213,5.75383269230769,"CEGL007244"
"{227BCAB7-B471-47D7-B01E-0B6CD02FCE67}","KIMO","KIMO",2011,"2011-2013",35.8235796427102,15.9671438843835,"CEGL006281"
"{2299F950-4848-4E62-991E-B49E658FA92F}","KIMO","KIMO",2016,"2016-2018",33.433284832284,13.1119233795515,"CEGL007244"
"{22A6DC8A-0E57-4498-A169-AE7AC0CD5CFB}","KIMO","KIMO",2011,"2011-2013",54.8919637271748,27.229041580692,"CEGL006281"
"{22D057CB-F9A6-45D4-8A49-603E26A55307}","SHIL","SHIL",2011,"2011-2013",9.57660049854629,4.6436848721524,"CEGL007246"
"{22E4D55E-0093-481D-BAD1-C7C7A32758E4}","CUGA","CUGA",2011,"2011-2013",69.7888978360246,39.9604185055399,"CEGL007240"
"{2327C15B-FB62-4671-8FAE-0C12309000B2}","LIRI","LIRI",2016,"2016-2018",75.9805324578705,44.2195948650154,"CEGL007500"
"{23E87295-91ED-499D-8517-2357F714572F}","FODO","DONE",2011,"2011-2013",3.47656814233861,0.881273389380531,"CEGL002070"
"{24426A25-09E4-4EE2-8E4E-50508E3C5C74}","KIMO","KIMO",2016,"2016-2018",26.8792506746638,9.61266640068877,"CEGL006281"
"{2466B77A-7769-4008-A3F5-FB7D23DBF1FC}","MACA","MACA",2011,"2011-2013",3.39653181933144,0.700088167859592,"CEGL005018"
"{256AC452-2806-4CD8-B540-B8874A38FB1C}","SHIL","SHIL",2011,"2011-2013",34.4973515543447,11.960620822024,"CEGL007795"
"{256E7EA0-297A-4A83-B732-2D83ED3F19BA}","NISI","NISI",2011,"2011-2013",19.2611497949828,2.95965781590131,"CEGL008462"
"{2606AD30-F88E-4670-934A-A8222EB485B8}","SHIL","SHIL",2011,"2011-2013",36.3633236321613,7.27207242499226,"CEGL007246"
"{26EFAF9B-B45C-42B1-BFCB-1B64D3C2C204}","FODO","DONE",2011,"2011-2013",16.1536123288603,4.42841474951194,"CEGL003871"
"{273A11A1-C9C7-400A-B1EA-69AF900E36FF}","SHIL","SHIL",2011,"2011-2013",0,0,"CEGL002067"
"{27496762-D228-491C-ACFA-96E58C50FFA4}","CUGA","CUGA",2016,"2016-2018",14.9431978793742,5.22447126844234,"CEGL006271"
"{2782AFD9-B272-487F-B4B1-A13D49621EB0}","GUCO","GUCO",2011,"2011-2013",84.9402826827585,36.4385752567394,"CEGL007221"
"{28F7BFE0-33CB-41D4-904A-C19266E0D889}","LIRI","LIRI",2011,"2011-2013",5.38201863766934,4.34358408671482,"CEGL007500"
"{295E9575-5891-407A-BC9E-599F26C4F980}","MACA","MACA",2016,"2016-2018",25.5067588157739,15.3251133800698,"CEGL008442"
"{29858B41-2579-4C73-9603-B40C8048E708}","CHCH","CHIC",2011,"2011-2013",0.986960437853402,0.285836446142822,"CEGL007808"
"{2A2F8D2F-EC34-415B-8175-484087B06E03}","ABLI","BIRT",2011,"2011-2012",51.2181618777412,14.3451125379585,"CEGL007124"
"{2A6C745A-6F32-411D-A2AF-CA6F7F44FA5E}","LIRI","LIRI",2016,"2016-2018",1.54212568414594,0.750769662583021,"CEGL007500"
"{2B733CA6-5976-4CDE-906D-DCA3822097D0}","SHIL","SHIL",2011,"2011-2013",63.0575192247275,19.3444793662207,"CEGL007244"
"{2B744B6D-4D8E-42FF-A472-C74A05641C15}","GUCO","GUCO",2016,"2016-2018",7.23256945864447,0.684258611962831,"CEGL008465"
"{2BA46398-CE27-4CB8-B303-1E520FA927D8}","MACA","MACA",2011,"2011-2013",69.9353997760184,15.9637600642422,"CEGL007795"
"{2BA938C0-BE54-4C03-A049-05E09D962415}","MACA","MACA",2016,"2016-2018",72.4529199553867,30.296063536117,"CEGL007795"
"{2CA17071-F005-4FCB-9BE8-03E59AF56CF5}","CHCH","CHIC",2011,"2011-2013",115.983272704616,832.55526147463,"CEGL003807"
"{2CB705B9-4D7B-4598-8283-5CDC5BC74466}","CUGA","CUGA",2011,"2011-2013",19.9936594949521,5.61642606989366,"CEGL007267"
"{2DD48421-3954-4F5B-90CA-434C2282B8C8}","GUCO","GUCO",2011,"2011-2013",6.06055393869355,0.815002667803375,"CEGL008462"
"{2E8AAFDF-5512-433C-A7C5-D94AC37C54DD}","CHCH","LOOK",2011,"2011-2014",43.6575781181716,6.54379523926021,"CEGL007334"
"{2F4BE918-3CE6-4A47-913B-57B4084C1B07}","STRI","STRI",2011,"2011-2013",41.9627819912952,14.8219473186309,"CEGL007124"
"{306026FB-BD50-4420-B243-22D7B9D8FCAB}","ABLI","BIRT",2011,"2011-2012",9.88722867206712,6.07540587750918,"CEGL007220"
"{30921F30-5456-4878-99CC-C0DEC0412973}","SHIL","SHIL",2011,"2011-2013",16.4390597929957,11.0870318874789,"CEGL007881"
"{3134AC0D-E52C-4350-94AB-9EA129F5BB01}","ABLI","BIRT",2011,"2011-2012",241.481460880413,277.128560600008,"CEGL004741"
"{319C93AD-DD22-4991-987F-592DC18FF381}","STRI","STRI",2016,"2016-2018",26.216136630481,17.9922606638871,"CEGL007124"
"{32D6562A-1D80-45FA-8701-E1C814288DD2}","KIMO","KIMO",2011,"2011-2013",8.29663618070516,5.65216045674042,"CEGL006281"
"{32F9D73E-EFAA-433B-85C2-2ADAF7E7E14E}","MACA","MACA",2016,"2016-2018",3.02256634092605,0.787208742607999,"CEGL002070"
"{3310AF53-F516-4D7E-B7C9-845F12FB4818}","KIMO","KIMO",2011,"2011-2013",5.33575486714496,6.48819191226796,"CEGL007221"
"{34922D56-7A9E-4E43-9288-34A803E82755}","KIMO","KIMO",2011,"2011-2013",64.8926487888612,25.9538142926557,"CEGL007244"
"{35A4F14F-9DAB-4E85-9170-50E46FB1B431}","COWP","COWP",2016,"2016-2018",13.9562374415208,9.93827372850252,"CEGL006011"
"{36107B40-A8D1-4E5F-8C6B-A617D9BFBDA6}","COWP","COWP",2011,"2011-2013",16.6703786456176,5.94129223672996,"CEGL007221"
"{368A910C-7F6D-4496-AC0A-7FCC7F7B0296}","KIMO","KIMO",2016,"2016-2018",33.9113437943693,46.8057638082637,"CEGL008431"
"{36E69BF9-E35C-40D6-B3E7-C2EC471C55DC}","GUCO","GUCO",2011,"2011-2013",79.6353703292964,24.9227032362427,"CEGL007221"
"{37C95EC4-93E7-4DE0-9A99-C2E47963BBCF}","KIMO","KIMO",2016,"2016-2018",1.85440613518549,0.502520094288235,"CEGL008431"
"{383D057C-AFA1-4A72-9291-024513FA74AA}","COWP","COWP",2016,"2016-2018",30.6111948302969,10.9008826730638,"CEGL006327"
"{3861EC9F-37AC-49D1-9681-E1EDD116D647}","NISI","NISI",2016,"2016-2018",57.737185614424,18.2105748449595,"CEGL008462"
"{389F5D8E-933A-4FFD-ADBC-0B5FB626B7E3}","STRI","STRI",2011,"2011-2013",128.139078409897,35.0921033219281,"CEGL007808"
"{3975EF97-5A06-49C2-AAE5-45AEB18AFE08}","GUCO","GUCO",2016,"2016-2018",120.856389866517,25.6053496598102,"CEGL007221"
"{3A395CFC-6DFA-4F53-8AB6-36DFE729E139}","MACA","MACA",2011,"2011-2013",31.5981552681503,16.8635395617555,"CEGL008442"
"{3A9D7B47-A973-4938-A20B-2607C8EB5BD0}","RUCA","RUCA",2016,"2016-2018",14.4805601741304,6.42356144391355,"CEGL008442"
"{3AAD94CC-6A24-4B58-BC72-244BA116CA60}","SHIL","SHIL",2016,"2016-2018",22.4572052753753,7.2946841061368,"CEGL007246"
"{3ACFD853-0FAC-40C8-B03F-A628BD058A18}","RUCA","RUCA",2011,"2011-2013",128.813758396711,63.8112134166181,"CEGL007268"
"{3CA90772-9004-4DD2-BAC8-DC424F1AEDAD}","MACA","MACA",2016,"2016-2018",7.15546317443717,3.96521583497816,"CEGL004133"
"{3DD1CF17-331C-4B9E-A228-ADD21F9119BE}","CARL","CARL",2016,"2016-2018",86.5286721374288,47.9953069475188,"CEGL007519"
"{3DDE18EA-105F-4345-842F-CFF941772B36}","RUCA","RUCA",2011,"2011-2013",5.37631277263799,2.18207736629269,"CEGL008442"
"{3EEC881D-10DC-4D46-8D3A-5B848ADFB06C}","NISI","NISI",2011,"2011-2013",159.521336082267,36.2136661946583,"CEGL008462"
"{400CBE71-66A1-4C4B-AA7B-5B967C2CAC2F}","FODO","DONE",2016,"2016-2018",18.1662405592392,5.09050643452905,"CEGL003871"
"{403C3D38-2ECD-4C71-97F9-C348AF5191AA}","CHCH","LOOK",2016,"2016-2018",1.24912180415821,0.280073727822209,"CEGL007700"
"{404C2B3C-7330-4AF4-89D8-14F66FD03549}","ABLI","KNOB",2011,"2011-2013",30.2449399803123,8.57471691273171,"CEGL002070"
"{407346DA-F783-4D23-A978-7D2F3C9E7DD4}","CHCH","LOOK",2011,"2011-2014",27.357309636749,4.96402945104453,"CEGL007700"
"{40C0F7C9-11E9-41B5-80F3-3E463D0CD7AF}","ABLI","BIRT",2016,"2016-2017",112.713966254227,53.2008226882959,"CEGL007220"
"{415D2433-D53A-4334-BA9B-8506BF43569D}","LIRI","LIRI",2011,"2011-2013",28.3288488177609,16.1414049832147,"CEGL008430"
"{4198EC80-F1E1-4BEB-941E-E25F291B0E71}","SHIL","SHIL",2011,"2011-2013",0,0,"CEGL007216"
"{42398E21-E9F9-47E5-991C-C4F0AFDD252F}","ABLI","KNOB",2016,"2016-2018",16.4544810498372,3.82042529438916,"CEGL002070"
"{4250809D-20A0-40A5-818B-F4D4845C1F00}","GUCO","GUCO",2011,"2011-2013",18.3397296987056,5.7489233618447,"CEGL007221"
"{43029CE4-1408-41A0-9548-A94575369B38}","FODO","HEIM",2016,"2016-2018",22.2952820785399,13.0131610464991,"CEGL007881"
"{436164E2-ED6A-41FD-A669-5D4E11317D18}","LIRI","LIRI",2016,"2016-2018",200.626696193177,64.6241347468932,"CEGL007388"
"{4485504D-D3BE-480F-89E1-4FAA7EB54897}","STRI","STRI",2016,"2016-2018",91.3323936435434,139.933233579202,"CEGL003938"
"{44B7A683-D0A7-421C-A58E-A09BC05C7585}","COWP","COWP",2016,"2016-2018",15.7605244919715,4.75481617178607,"CEGL007221"
"{45767DCA-E8BB-4242-9248-0CB15CB842D2}","KIMO","KIMO",2016,"2016-2018",40.5424842361968,23.4816481777319,"CEGL006281"
"{457D0AB4-F3E0-4023-A76D-2D00F36003B7}","CHCH","CHIC",2016,"2016-2018",41.1130707393308,9.95297229594,"CEGL008429"
"{457FCC01-0CE2-4E1B-AE46-83A09997DF6B}","CHCH","LOOK",2016,"2016-2018",16.2270175114257,5.13070807453372,"CEGL007330"
"{45DAFBA2-CF88-42A1-8B4D-7EF0A76FE229}","LIRI","LIRI",2011,"2011-2013",7.46388831126636,2.66558684204397,"CEGL007493"
"{46254450-BF65-40F8-BED8-3F17B394668A}","STRI","STRI",2016,"2016-2018",15.3788483851454,2.19767660815963,"CEGL007808"
"{463F0DA3-4A01-4431-8C30-4A2DAAF7CB07}","CARL","CARL",2011,"2011-2013",13.0348173452436,10.6753148300971,"CEGL007519"
"{4693EE4A-E8DF-4C18-96C7-E303BC8EBB6F}","CUGA","CUGA",2011,"2011-2013",80.9615984176619,22.636121056333,"CEGL007296"
"{477CD303-6357-4624-84ED-AC2659098891}","CHCH","CHIC",2016,"2016-2018",41.0668069688064,20.7682206089696,"CEGL008429"
"{47C33567-BF3D-42D7-BAFD-9446A6D7C4A8}","ABLI","BIRT",2016,"2016-2017",33.7162857348611,4.86194572510011,"CEGL007220"
"{47E3DE4D-80FA-4048-B4BB-5573896C0697}","CHCH","CHIC",2016,"2016-2018",9.88888094958585,2.41417709168448,"CEGL007808"
"{4895BC99-4BD1-4572-B776-698F434D8FF9}","CUGA","CUGA",2016,"2016-2018",81.7943462871007,35.9794842355862,"CEGL008558"
"{48C9DD43-F639-4E1B-81E6-E6B35E85CC7C}","RUCA","RUCA",2016,"2016-2018",37.0033057910819,16.3789578560642,"CEGL008431"
"{4AA928B8-D15B-4B46-8BEA-E4A40BF067B6}","CHCH","LOOK",2011,"2011-2014",12.3061629594846,1.66857669673465,"CEGL007700"
"{4BE7007C-2F71-41A0-A9F5-F028D3917790}","COWP","COWP",2016,"2016-2018",11.781840226875,2.53992551857226,"CEGL004418"
"{4BF1D04A-452E-4495-BA3F-C63A9EF0372C}","STRI","STRI",2011,"2011-2013",30.3900540071904,4.20442856521396,"CEGL007808"
"{4C9E71DB-89E3-4D67-95E4-BD90528BB505}","CARL","CARL",2011,"2011-2013",13.3085446541795,5.33146189752999,"CEGL006286"
"{4CE339A2-DBEB-4322-8DB3-E0EBC1FBEBD7}","GUCO","GUCO",2011,"2011-2013",78.0932446451505,13.8488676308368,"CEGL008475"
"{4D2041BF-DB1F-4739-8448-20ED3DFEB32D}","KIMO","KIMO",2011,"2011-2013",24.3887176947681,10.7812624115407,"CEGL007244"
"{4D947B44-B4D8-41AF-889E-630C904F8809}","GUCO","GUCO",2011,"2011-2013",79.3115239356258,18.0769870205305,"CEGL006327"
"{4DB597DB-8A01-4500-9FDD-3937B5D87F4C}","FODO","HEIM",2016,"2016-2018",21.9984228843419,5.56048240493851,"CEGL007246"
"{4DD48023-41FA-48C0-9F6A-110E29A9865C}","CARL","CARL",2011,"2011-2013",101.44102750312,36.8974861477723,"CEGL007267"
"{4E03B655-4EEE-40C2-895E-019D1BF71CCA}","MACA","MACA",2011,"2011-2013",24.2113732410913,9.82024874954754,"CEGL008442"
"{4F059002-9EB8-4DD0-8476-84FAB0CD4508}","ABLI","KNOB",2011,"2011-2013",14.064186239411,2.53593918771561,"CEGL002070"
"{4F4713C5-E4A5-4765-9E91-EFB7D05A89A6}","NISI","NISI",2016,"2016-2018",17.3643352034833,4.77799603746396,"CEGL008466"
"{4F8AEF65-7F29-4DE5-A2AE-A07EC9886C24}","SHIL","SHIL",2011,"2011-2013",12.4912180415821,2.0340076722203,"CEGL007216"
"{4FA291EE-9DCD-415C-AEC2-3897F51A8BC1}","KIMO","KIMO",2016,"2016-2018",47.7596324379998,24.1617283803778,"CEGL007244"
"{4FB15F89-E4C6-421A-8F7F-17858DA9D657}","LIRI","LIRI",2011,"2011-2013",7.80315596177846,3.5368692421849,"CEGL007493"
"{500BBA04-8ED9-4B03-ADF5-BEE8D1C496F3}","GUCO","GUCO",2016,"2016-2018",31.6135765249918,7.76767892305322,"CEGL007221"
"{500CB846-DB96-4DB6-91FE-6E348FE4CF06}","KIMO","KIMO",2011,"2011-2013",64.2179688020474,22.4483416345575,"CEGL007244"
"{51448E0C-3F12-4F37-9486-7EE5B897A2D8}","ABLI","BIRT",2016,"2016-2017",59.9308594001216,49.9253898095832,"CEGL004741"
"{5161075F-C26E-4937-9FE0-45248B5A63B7}","RUCA","RUCA",2011,"2011-2013",40.850909373026,11.6323991670516,"CEGL007268"
"{517A0FA5-CC88-41E6-B53C-450AAF0CD932}","CHCH","CHIC",2016,"2016-2018",0.986960437853402,0.307292337572661,"CEGL007247"
"{518B4302-A9B7-4EB9-BAB0-390B64E7E494}","LIRI","LIRI",2011,"2011-2013",26.4628767399444,13.2771728701003,"CEGL007244"
"{51C90FDC-6B40-4FEC-95E3-C89FFE67C864}","CARL","CARL",2011,"2011-2013",27.5423647188465,6.11924190200169,"CEGL007230"
"{520DAD2F-A2E6-47AE-8F12-9F12AB0CCD58}","COWP","COWP",2016,"2016-2018",2.22066098517016,0.777888291244312,"CEGL006327"
"{5224FA2E-14BB-4F2C-BEDF-17D87B9148B9}","MACA","MACA",2011,"2011-2013",7.18630568812009,3.00092401481786,"CEGL002411"
"{5284BA12-8F05-4C66-9E31-F231DF1DB105}","CUGA","CUGA",2016,"2016-2018",35.2838356532591,18.3300963513031,"CEGL007267"
"{53922368-818A-452A-BF18-2D257A4B646D}","RUCA","RUCA",2011,"2011-2013",7.95335900341428,2.07615190660855,"CEGL007233"
"{54B9DEBD-F59E-4CA8-BCD1-B303B4C1F173}","STRI","STRI",2011,"2011-2013",2.22066098517016,0.892853023929974,"CEGL007124"
