"event_ID","panel_init_year","panel_label","Unit_Code","SubunitCode","CEGL","EventAvgGrowthDBH","EventAvgRelBAGrowth","countDied","countTotalLivingInit","Event_ba_avg","AnnualEventMortalityPercent"
"{1DE6BBE8-8A73-4ECB-BAF6-64D371924B0F}",2016,"2016-2018","STRI","STRI","CEGL007124",0.906976744186046,2.30201247538434E-02,3,44,2.94867922633594,1.36363636363636
"{1E907471-A11F-467D-8772-160587FAD15B}",2016,"2016-2018","CHCH","CHIC","CEGL007808",1.1,1.64969901781022E-02,0,10,4.27845649021875,0
"{20600E76-6E29-4DB7-92B4-267CE5C809B7}",2016,"2016-2018","LIRI","LIRI","CEGL006011",1.52,3.40956427898682E-02,14,27,2.53609975409766,10.3703703703704
"{20C8271A-133B-4732-9D0D-0F410B55AD6D}",2016,"2016-2018","FODO","HEIM","CEGL007246",0.636363636363636,1.25053149852702E-02,0,22,5.56749122442188,0
"{2119F8BC-59AC-4CA5-A4F7-DBA7871A40B8}",2016,"2016-2018","NISI","NISI","CEGL008462",1.33333333333333,1.83481862904441E-02,1,15,4.06762617097266,1.33333333333333
"{21322C68-0B27-4608-92E2-07CBAD51737F}",2016,"2016-2017","ABLI","BIRT","CEGL007220",3.5,5.17449985934135E-02,0,6,2.87652077015625,0
"{21C518BB-3C96-4A4A-B36C-D046188F660F}",2016,"2016-2018","Maca","MACA","CEGL007795",1.11764705882353,1.29133174657765E-02,0,17,4.95568390579261,0
"{2299F950-4848-4E62-991E-B49E658FA92F}",2016,"2016-2018","KIMO","KIMO","CEGL007244",1.66666666666667,3.21302105819734E-02,2,19,3.22553207861719,2.10526315789474
"{2327C15B-FB62-4671-8FAE-0C12309000B2}",2016,"2016-2018","Liri","LIRI","CEGL007500",1.71428571428571,2.89007901341943E-02,1,7,1.78825344124219,2.85714285714286
"{24426A25-09E4-4EE2-8E4E-50508E3C5C74}",2016,"2016-2018","KIMO","KIMO","CEGL006281",2.125,0.033214345021904,0,8,1.64344565503125,0
"{27496762-D228-491C-ACFA-96E58C50FFA4}",2016,"2016-2018","CUGA","CUGA","CEGL006271",0.823529411764706,1.83237936052076E-02,0,34,3.52791037117969,0
"{295E9575-5891-407A-BC9E-599F26C4F980}",2016,"2016-2018","MACA","MACA","CEGL008442",0.666666666666667,1.00229615909861E-02,1,6,1.5872896864125,3.33333333333333
"{2A6C745A-6F32-411D-A2AF-CA6F7F44FA5E}",2016,"2016-2018","LIRI","LIRI","CEGL007500",0.888888888888889,1.22695958834524E-02,1,9,3.01273826396484,2.22222222222222
"{2B744B6D-4D8E-42FF-A472-C74A05641C15}",2016,"2016-2018","GUCO","GUCO","CEGL008465",1.14285714285714,1.03918313034753E-02,1,14,5.92288389295312,1.42857142857143
"{2BA938C0-BE54-4C03-A049-05E09D962415}",2016,"2016-2018","MACA","MACA","CEGL007795",0.941176470588235,1.63236835318947E-02,1,17,2.10525977458125,1.17647058823529
"{319C93AD-DD22-4991-987F-592DC18FF381}",2016,"2016-2018","STRI","STRI","CEGL007124",0.708333333333333,0.015469039505423,2,25,2.46369586099219,1.6
"{32F9D73E-EFAA-433B-85C2-2ADAF7E7E14E}",2016,"2016-2018","Maca","MACA","CEGL002070",1,8.55596804119133E-03,1,7,2.41849084175284,2.85714285714286
"{35A4F14F-9DAB-4E85-9170-50E46FB1B431}",2016,"2016-2018","Cowp","COWP","CEGL006011",2.28571428571429,3.70578275607099E-02,0,7,1.29099822960938,0
"{368A910C-7F6D-4496-AC0A-7FCC7F7B0296}",2016,"2016-2018","KIMO","KIMO","CEGL008431",0.625,1.49822845578515E-02,2,8,1.15551704657813,5
"{37C95EC4-93E7-4DE0-9A99-C2E47963BBCF}",2016,"2016-2018","KIMO","KIMO","CEGL008431",0.944444444444444,1.32789078277021E-02,0,18,3.15607342862109,0
"{383D057C-AFA1-4A72-9291-024513FA74AA}",2016,"2016-2018","Cowp","COWP","CEGL006327",1.2,0.026851900236862,3,21,2.91259999824609,2.85714285714286
"{3861EC9F-37AC-49D1-9681-E1EDD116D647}",2016,"2016-2018","NISI","NISI","CEGL008462",0.9375,1.34876326210643E-02,0,16,3.369358117125,0
"{3975EF97-5A06-49C2-AAE5-45AEB18AFE08}",2016,"2016-2018","GUCO","GUCO","CEGL007221",0.916666666666667,1.16987880034836E-02,2,13,4.57347167500781,3.07692307692308
"{3A9D7B47-A973-4938-A20B-2607C8EB5BD0}",2016,"2016-2018","RUCA","RUCA","CEGL008442",0.888888888888889,9.7066793817506E-03,1,10,2.50124771063672,2
"{3AAD94CC-6A24-4B58-BC72-244BA116CA60}",2016,"2016-2018","SHIL","SHIL","CEGL007246",0.882352941176471,1.25110276773904E-02,1,17,2.77613706751172,1.17647058823529
"{3CA90772-9004-4DD2-BAC8-DC424F1AEDAD}",2016,"2016-2018","Maca","MACA","CEGL004133",1.38461538461538,4.17680776672622E-02,0,26,2.16698493017046,0
"{3DD1CF17-331C-4B9E-A228-ADD21F9119BE}",2016,"2016-2018","CARL","CARL","CEGL007519",1.76923076923077,3.49284914974672E-02,1,13,2.59794985939453,1.53846153846154
"{400CBE71-66A1-4C4B-AA7B-5B967C2CAC2F}",2016,"2016-2018","FODO","DONE","CEGL003871",1.09090909090909,1.23082970661961E-02,0,11,5.68677357035156,0
"{403C3D38-2ECD-4C71-97F9-C348AF5191AA}",2016,"2016-2018","CHCH","LOOK","CEGL007700",1.77777777777778,1.87226705793175E-02,0,9,6.3593689217625,0
"{40C0F7C9-11E9-41B5-80F3-3E463D0CD7AF}",2016,"2016-2017","ABLI","BIRT","CEGL007220",2.6,2.73452231092528E-02,0,5,4.50327671423438,0
"{42398E21-E9F9-47E5-991C-C4F0AFDD252F}",2016,"2016-2018","ABLI","KNOB","CEGL002070",2,2.05827619766701E-02,0,8,7.602654213,0
"{43029CE4-1408-41A0-9548-A94575369B38}",2016,"2016-2018","FODO","HEIM","CEGL007881",1,1.34434590556472E-02,1,10,5.36917818839063,2
"{436164E2-ED6A-41FD-A669-5D4E11317D18}",2016,"2016-2018","LIRI","LIRI","CEGL007388",1.17647058823529,1.86583788047079E-02,1,17,3.54386377135547,1.17647058823529
"{4485504D-D3BE-480F-89E1-4FAA7EB54897}",2016,"2016-2018","STRI","STRI","CEGL003938",1.92307692307692,4.83594077549654E-02,1,14,1.19945025629297,1.42857142857143
"{44B7A683-D0A7-421C-A58E-A09BC05C7585}",2016,"2016-2018","COWP","COWP","CEGL007221",1,1.64250325746826E-02,0,16,3.01003845778125,0
"{45767DCA-E8BB-4242-9248-0CB15CB842D2}",2016,"2016-2018","kimo","KIMO","CEGL006281",0.833333333333333,1.71889130176547E-02,1,6,1.66357148294531,3.33333333333333
"{457D0AB4-F3E0-4023-A76D-2D00F36003B7}",2016,"2016-2018","CHCH","CHIC","CEGL008429",1.22222222222222,0.012480335773408,1,9,5.36780374160625,2.22222222222222
"{457FCC01-0CE2-4E1B-AE46-83A09997DF6B}",2016,"2016-2018","CHCH","LOOK","CEGL007330",2,2.45650434013607E-02,2,10,3.96979501235625,4
"{46254450-BF65-40F8-BED8-3F17B394668A}",2016,"2016-2018","STRI","STRI","CEGL007808",1.6875,2.65271455629763E-02,0,16,6.28907578621875,0
"{477CD303-6357-4624-84ED-AC2659098891}",2016,"2016-2018","CHCH","CHIC","CEGL008429",1.4,2.77656234062736E-02,0,15,3.2546899854,0
"{47C33567-BF3D-42D7-BAFD-9446A6D7C4A8}",2016,"2016-2017","ABLI","BIRT","CEGL007220",1,4.63063216643386E-03,0,7,12.7057787738437,0
"{47E3DE4D-80FA-4048-B4BB-5573896C0697}",2016,"2016-2018","CHCH","CHIC","CEGL007808",1.1875,1.69185177735226E-02,0,16,6.3106742356875,0
"{4895BC99-4BD1-4572-B776-698F434D8FF9}",2016,"2016-2018","CUGA","CUGA","CEGL008558",1,2.17990452638891E-02,0,13,3.07139768922656,0
"{48C9DD43-F639-4E1B-81E6-E6B35E85CC7C}",2016,"2016-2018","RUCA","RUCA","CEGL008431",1.66666666666667,3.24023916655894E-02,0,9,2.44062478996875,0
"{4BE7007C-2F71-41A0-A9F5-F028D3917790}",2016,"2016-2018","Cowp","COWP","CEGL004418",1.5,1.87172304343569E-02,0,5,2.83798717280859,0
"{4DB597DB-8A01-4500-9FDD-3937B5D87F4C}",2016,"2016-2018","FODO","HEIM","CEGL007246",1,9.81804659875723E-03,2,10,6.57476436782813,4
"{4F4713C5-E4A5-4765-9E91-EFB7D05A89A6}",2016,"2016-2018","NISI","NISI","CEGL008466",0.818181818181818,0.010216142636197,1,11,3.61258611057422,1.81818181818182
"{4FA291EE-9DCD-415C-AEC2-3897F51A8BC1}",2016,"2016-2018","Kimo","KIMO","CEGL007244",0.875,1.58896065425756E-02,2,8,1.85010354653906,5
"{500BBA04-8ED9-4B03-ADF5-BEE8D1C496F3}",2016,"2016-2018","GUCO","GUCO","CEGL007221",1,8.76134809681591E-03,0,7,3.12441206519531,0
"{51448E0C-3F12-4F37-9486-7EE5B897A2D8}",2016,"2016-2017","ABLI","BIRT","CEGL004741",2,0.01632,0,1,1.22718462890625,0
"{517A0FA5-CC88-41E6-B53C-450AAF0CD932}",2016,"2016-2018","CHCH","CHIC","CEGL007247",0.545454545454545,8.66152049006887E-03,0,11,4.239579281175,0
"{520DAD2F-A2E6-47AE-8F12-9F12AB0CCD58}",2016,"2016-2018","COWP","COWP","CEGL006327",2.33333333333333,5.16843697129444E-02,0,25,3.0512718613125,0
"{5284BA12-8F05-4C66-9E31-F231DF1DB105}",2016,"2016-2018","CUGA","CUGA","CEGL007267",1.2,1.51666465365696E-02,0,10,1.8653206359375,0
"{552C47C2-EA2F-4525-B9C6-53A74E89D3F3}",2016,"2016-2018","RUCA","RUCA","CEGL002070",0.4,4.20690896448692E-03,0,10,3.95717955437109,0
"{5578440F-DAF5-4F51-9D6E-91FE76D94A98}",2016,"2016-2018","FODO","HEIM","CEGL007246",1.33333333333333,2.87889753940792E-02,0,9,3.64572009555469,0
"{57BC485A-0752-42D7-AC59-33605C8DD48D}",2016,"2016-2018","NISI","NISI","CEGL008462",1.22222222222222,2.23813447194085E-02,0,9,2.43547061452734,0
"{5B5ACCDB-AD76-4D53-923B-33E6009619EC}",2016,"2016-2018","Maca","MACA","CEGL007795",2.28571428571429,4.69498525373031E-02,0,7,0.817706586911932,0
"{5C655B00-89D8-4F0B-A6A8-54BDB05FD5E5}",2016,"2016-2018","Liri","LIRI","CEGL007244",1.375,2.70901530884178E-02,1,16,3.12711187137891,1.25
"{5D055BB2-2A2E-498B-B645-DDCBD13D2BCC}",2016,"2016-2018","ABLI","KNOB","CEGL002070",1.36363636363636,2.64893305485158E-02,1,11,3.34383267684375,1.81818181818182
"{60D9C410-F16C-417A-B501-D7B464770F97}",2016,"2016-2018","CHCH","LOOK","CEGL007700",1.66666666666667,1.51074035487046E-02,0,9,8.2270457521875,0
"{612D8FF3-4408-4565-9954-1101F35DB64B}",2016,"2016-2018","RUCA","RUCA","CEGL008431",1.28571428571429,2.10496310578465E-02,0,7,1.77230004106641,0
"{622D92CF-7396-4550-93C0-7B6A155441AF}",2016,"2016-2018","STRI","STRI","CEGL007124",0.65,1.28042648075381E-02,1,20,1.97331288328125,1
"{623FE315-7A46-4F3F-85D0-CAD84A12D200}",2016,"2016-2018","CARL","CARL","CEGL007267",0.461538461538462,7.55130179862379E-03,0,13,3.96331547751563,0
"{63D6D7AF-8835-486F-BC3B-BF44FDDCAB6D}",2016,"2016-2018","Cowp","COWP","CEGL006227",0.8,1.05638211572352E-02,0,5,1.36732911352734,0
"{653146DE-1F03-4021-AF30-FE9DB88AF62A}",2016,"2016-2018","LIRI","LIRI","CEGL007244",2.11111111111111,3.63630199449076E-02,0,9,2.22218592602344,0
"{668ABD67-5484-42B0-9084-13936CD1ABE7}",2016,"2016-2018","GUCO","GUCO","CEGL007244",1.125,8.77337466904385E-03,0,9,4.59286119214453,0
"{66B23BDB-8E4A-45F2-869C-3AD9D86D0F33}",2016,"2016-2018","CUGA","CUGA","CEGL007267",1.3,0.018083306653164,0,10,3.44249832100781,0
"{66E0D6E3-B9F3-4B19-9BE8-93BA85B75091}",2016,"2016-2018","KIMO","KIMO","CEGL007493",1.57142857142857,2.14733196042578E-02,4,10,2.15125465447266,8
"{67D7F080-8696-46A8-B91A-1A86B34C5105}",2016,"2016-2018","COWP","COWP","CEGL006011",2.57142857142857,4.07436719682869E-02,0,7,2.19396067955859,0
"{6876576B-5D50-4590-B5A5-6D55448C374E}",2016,"2016-2018","MACA","MACA","CEGL004133",2,0.027562246284687,0,9,2.5847453527875,0
"{68C1ED8C-1F99-4564-83D5-B7571FC373D6}",2016,"2016-2018","RUCA","RUCA","CEGL002070",0.833333333333333,9.0800616108461E-03,0,6,2.46394129791797,0
"{6A08DB0A-E4DC-4C9C-A668-12F815B82254}",2016,"2016-2018","CUGA","CUGA","CEGL007240",3,4.41899690575416E-02,0,5,1.71216799425,0
"{6B24322C-388F-4380-B696-364D97E0C7F2}",2016,"2016-2018","CUGA","CUGA","CEGL007267",1.71428571428571,0.019252761308597,0,7,3.85728672557812,0
"{6BA603BD-56E2-423A-8786-81F8BF145817}",2016,"2016-2018","LIRI","LIRI","CEGL007244",1.15,0.021563148460322,0,20,2.54616266805469,0
"{6CE72E98-1C38-4515-B50B-F46B5D94C291}",2016,"2016-2018","NISI","NISI","CEGL008462",0.75,6.51266249192453E-03,1,12,3.06575263993359,1.66666666666667
"{6E5645F8-16AE-4AC1-9A5A-54DDADD50CC2}",2016,"2016-2018","LIRI","LIRI","CEGL007493",1.16666666666667,0.015015712775211,0,12,3.56988008548828,0
"{7030A969-863E-4DD8-8D7B-D8FA172727F3}",2016,"2016-2018","GUCO","GUCO","CEGL007221",0.833333333333333,0.008349949940096,0,6,2.33189623184766,0
"{71CCC62C-E583-4AA8-A0E4-3C448A33FE63}",2016,"2016-2018","MACA","MACA","CEGL004133",1.66666666666667,3.33459426484148E-02,0,12,1.44061657956562,0
"{73610535-60B0-4386-9624-F4AFCC0C793D}",2016,"2016-2018","SHIL","SHIL","CEGL007246",0.533333333333333,6.99771498838498E-03,3,15,2.86817591467969,4
"{74EB49A1-6C25-4786-8FE4-599155A7BA0E}",2016,"2016-2018","Liri","LIRI","CEGL007244",1.38461538461538,2.23488754712547E-02,2,15,2.81368891715625,2.66666666666667
"{76EA2209-15E8-4DA5-A277-FA483639F797}",2016,"2016-2018","FODO","HEIM","CEGL007246",1.4,1.44208371826097E-02,1,6,8.10089117233594,3.33333333333333
"{774DDF67-6436-418B-8B7B-F38BC887120C}",2016,"2016-2018","NISI","NISI","CEGL008462",-0.166666666666667,-2.66615350048742E-03,2,8,4.13315783015625,5
"{7D3F3658-2962-4700-80C6-57BF2B1E23DD}",2016,"2016-2018","ABLI","KNOB","CEGL004741",0.2,6.57991712233843E-03,0,5,5.34168925270312,0
"{7EF67522-A909-469F-AF74-CB7E85F1F721}",2016,"2016-2018","SHIL","SHIL","CEGL007244",0.3,7.09827298003869E-03,2,10,1.73352100679297,4
"{80CC632F-EB22-4150-8AA2-CC6DF7EEAF8D}",2016,"2016-2018","SHIL","SHIL","CEGL007246",1.5,1.95341426437694E-02,1,10,3.57454338707812,2
"{8156AB30-AAC4-43B1-854E-57BCF3EDE56B}",2016,"2016-2018","CARL","CARL","CEGL007267",0,-2.9483070348455E-04,0,8,2.82988775425781,0
"{824890C5-3804-47CF-BBBF-902C86BB8342}",2016,"2016-2018","COWP","COWP","CEGL007244",0.25,-2.25777553819882E-03,1,4,2.01798240377344,5
"{8297F31C-18F5-40D2-84C7-CA71B5D57D51}",2016,"2016-2018","CHCH","CHIC","CEGL008443",0.6,0.003327676105753,1,6,7.27278698475,3.33333333333333
"{834A552B-8F55-424B-914A-85B56EB2C9CC}",2016,"2016-2018","CARL","CARL","CEGL006286",1.33333333333333,0.016075021118285,0,12,3.64277485244531,0
"{847B3B40-FA8C-40D4-8C30-6ABB63824BAD}",2016,"2016-2018","RUCA","RUCA","CEGL008442",0.333333333333333,4.64906269691241E-03,0,6,1.73376644371875,0
"{84807A1D-578E-4EBF-81F6-34BFB4549BB5}",2016,"2016-2018","CUGA","CUGA","CEGL007692",1.71428571428571,0.017879859707232,0,7,3.39782880051563,0
"{848DB109-2DDA-4E40-BEE4-DD1F36E86480}",2016,"2016-2018","GUCO","GUCO","CEGL006327",1.71428571428571,2.79049998353301E-02,3,21,4.48904137253906,2.85714285714286
"{89A45258-D396-4E55-A247-85B66FD5235B}",2016,"2016-2018","ABLI","KNOB","CEGL002070",1.9,2.93185907711325E-02,1,10,3.88870265207812,2
"{89B913F0-C4E2-4DFE-BC77-E4A32F25DD2F}",2016,"2016-2018","SHIL","SHIL","CEGL007246",1.42857142857143,1.70479634002361E-02,0,7,1.95981385236328,0
"{8BE078C6-94BB-4A8A-9FF5-E6D6C2EF7612}",2016,"2016-2018","CUGA","CUGA","CEGL006192",1.2,0.013870615779771,0,15,5.75991377423438,0
"{8DA12015-485E-4DE1-A958-EE9058E53095}",2016,"2016-2018","CHCH","LOOK","CEGL004418",1.85714285714286,2.29857094053991E-02,0,7,4.6032186304125,0
"{8E877F21-7654-4C8A-94A2-2DAFABAACD30}",2016,"2016-2018","GUCO","GUCO","CEGL008475",2.16666666666667,0.021622245514638,0,6,3.93165411408984,0
"{8F2CD3DE-88DA-43FA-8278-9103A137CB93}",2016,"2016-2018","Cowp","COWP","CEGL004418",1.13333333333333,0.019467250710751,1,16,2.83602367740234,1.25
"{922C309C-C0E5-47E0-8F87-01142AD29D84}",2016,"2016-2018","KIMO","KIMO","CEGL007244",1.4,1.99077887393736E-02,2,16,3.667809418875,2.5
"{92AC30E6-B474-4089-ACD0-1B6035BF549A}",2016,"2016-2018","Guco","GUCO","CEGL007221",8.33333333333333E-02,3.1372122339543E-03,0,12,2.74815725797266,0
"{92FB9B83-B376-41DF-ADB4-5C68BF902EA3}",2016,"2016-2018","LIRI","LIRI","CEGL007500",1.36363636363636,2.80416718769445E-02,2,12,1.32634114692188,3.33333333333333
"{9312B277-A6F2-42E3-9865-236F39EEBD79}",2016,"2016-2018","COWP","COWP","CEGL007216",2.11111111111111,0.056602948773262,0,18,1.79144412127734,0
"{9388A5E3-5951-4B7E-A081-0E3581AC12B6}",2016,"2016-2018","FODO","HEIM","CEGL007246",0.666666666666667,8.95400211545392E-03,0,9,5.32205429864062,0
"{94668689-9389-4886-AFDC-AB7435724EF1}",2016,"2016-2018","CARL","CARL","CEGL007519",1.58333333333333,2.93045120908068E-02,0,12,1.93011598434375,0
"{95E0989A-657A-4B45-AB53-9BBD95A6AA10}",2016,"2016-2018","GUCO","GUCO","CEGL008475",0.823529411764706,1.05338703520738E-02,0,17,4.63409459567578,0
"{96DD572B-908F-45BB-ACF5-67C88F454625}",2016,"2016-2018","FODO","DONE","CEGL002070",0.6,4.33777777777778E-03,1,6,6.15212198163281,3.33333333333333
"{973AE60E-C7A3-423E-9740-1E4A96534798}",2016,"2016-2018","MACA","MACA","CEGL005018",2.16666666666667,1.83828109842219E-02,0,6,3.03202960633125,0
"{976EA466-658F-4AAB-A674-8DBB11A8EE6F}",2016,"2016-2018","KIMO","KIMO","CEGL006281",2,2.06284659498942E-02,0,4,1.82654160166406,0
"{97B8817D-7596-4082-9FD4-A93B55E1DD4B}",2016,"2016-2018","CARL","CARL","CEGL007944",-5.14285714285714,1.94015594936549E-02,0,7,9.38968046961328,0
"{97F00072-314A-41ED-A4E4-37A491874668}",2016,"2016-2018","GUCO","GUCO","CEGL008475",1.5,1.56767939084918E-02,0,6,3.00390253463672,0
"{994B699B-1F1D-4F5D-B53A-6DE0B8DDDE77}",2016,"2016-2018","RUCA","RUCA","CEGL007268",2.5,2.29908819780041E-02,0,4,2.38392886011328,0
"{9C9B760E-5FC0-4F96-A268-864092179475}",2016,"2016-2018","SHIL","SHIL","CEGL007246",0.625,8.57499608432935E-03,0,8,5.39715799792969,0
"{9D0D5095-D9D8-46E5-8ECC-ABB7F8CA2D85}",2016,"2016-2018","CHCH","LOOK","CEGL007334",0.5,1.36309888661047E-02,0,10,7.79468406373125,0
"{9F6C9255-0B2B-4E62-8A19-D2A027F91FBF}",2016,"2016-2018","Liri","LIRI","CEGL004098",1.4,2.34578427399728E-02,1,10,1.64467283966016,2
"{A02623B0-5954-4846-BF01-D3B3AAE9957C}",2016,"2016-2018","SHIL","SHIL","CEGL007246",1.41666666666667,0.024841948713779,2,12,1.96521346473047,3.33333333333333
"{A0A7977B-22D6-454C-931C-8F5417F46126}",2016,"2016-2018","STRI","STRI","CEGL007699",0.125,1.23281374282711E-02,1,8,2.52333703395703,2.5
"{A0F2A18D-D892-46B9-8ED9-3D757213DED0}",2016,"2016-2018","CARL","CARL","CEGL007519",1.2,1.70770346086572E-02,0,10,2.19248805800391,0
"{A3681F79-2079-4028-9975-3E947AD0AB8A}",2016,"2016-2018","Maca","MACA","CEGL005022",2.16666666666667,1.68965793368528E-02,0,6,2.84296284866761,0
"{A3A92DA1-8705-4B23-8EA7-15019E56B320}",2016,"2016-2018","CUGA","CUGA","CEGL007240",1.91666666666667,2.06459901277865E-02,1,12,3.71542418247656,1.66666666666667
"{A3CBE707-2D0C-49E5-972B-C4446F2E8D64}",2016,"2016-2018","NISI","NISI","CEGL008462",0.909090909090909,8.58554988098065E-03,0,11,4.61765032164844,0
"{A791209E-BC49-4A25-99E7-F4E7B71A9CDC}",2016,"2016-2017","ABLI","BIRT","CEGL007220",2.1,2.16047285805957E-02,0,10,9.12730839595313,0
"{A84DFE88-DA37-4A3C-8E6D-041BEDC78381}",2016,"2016-2018","CUGA","CUGA","CEGL007240",1.33333333333333,0.016104100518093,0,6,4.07989801726172,0
"{A8947346-86E8-4CA8-ABF8-5B6E01CD70D2}",2016,"2016-2017","ABLI","BIRT","CEGL007124",2.28571428571429,4.28024862536583E-02,0,14,7.58400100664062,0
"{A9F46A70-3AD5-41DA-949D-2C4E70AAA84B}",2016,"2016-2018","Guco","GUCO","CEGL007244",0.777777777777778,7.35847531565418E-03,1,9,3.77408360773828,2.22222222222222
"{ACF21E92-BFA9-4E15-8039-D2805032CA01}",2016,"2016-2018","FODO","DONE","CEGL007124",1.31818181818182,3.59794460770108E-02,1,22,4.35454193721094,0.909090909090909
