location_name,QAQC,event_year,event_name_calc,Module,Corner,Species_Original,Plant_Concept_Current_IDF,Seedling_Ht_5_50,Seedling_Ht_50_137,Sapling_DBH_0_1,Sapling_DBH_1_2half,Sapling_DBH_2half_5,Sapling_DBH_5_10,Seedling_Ht_5_15,Seedling_Ht_15_30,Seedling_Ht_30_50
STRI011,0,2011,STRI011,1,2,LIGUSIN,{F1A2ACD7-D7B5-47A0-A243-E38B0BE4B677},5,,,,,,,,
STRI011,0,2011,STRI011,3,2,FRAXAME,{79F9F1F4-656B-47A6-B616-41761786A6BD},9,,,1,,,,,
STRI011,0,2011,STRI011,3,4,LIGUSIN,{F1A2ACD7-D7B5-47A0-A243-E38B0BE4B677},4,,,,,,,,
STRI011,0,2011,STRI011,4,3,LIGUSIN,{F1A2ACD7-D7B5-47A0-A243-E38B0BE4B677},7,,,,,,,,
STRI011,0,2011,STRI011,4,2,DIOSVIR,{C6C5D109-63B8-4C39-A9BC-713273C1DDC6},1,,,,,,,,
STRI011,0,2011,STRI011,1,2,CELTOCC,{204FFE1D-FA19-45A7-BE61-CE86CF278A8C},3,,,,,,,,
STRI011,0,2011,STRI011,4,3,FRAXAME,{79F9F1F4-656B-47A6-B616-41761786A6BD},16,,,,,,,,
COWP014,-1,2012,COWP014Q,4,2,DIOSVIR,{C6C5D109-63B8-4C39-A9BC-713273C1DDC6},14,,,,,,,,
COWP014,-1,2012,COWP014Q,2,3,OXYDARB,{618394AC-EC81-4F3E-9466-9C6CE04786C7},,,,,1,1,,,
COWP014,-1,2012,COWP014Q,1,2,QUERALB,{9F7F2C4C-0F1D-4CD7-8D70-1448EF89B177},,,3,,,,,,
COWP014,-1,2012,COWP014Q,1,4,ACERRUB,{F005F3BB-6045-4A0B-A022-F6AB3D4D4043},4,,,,,,,,
COWP014,-1,2012,COWP014Q,1,4,LIQUSTY,{A0A66D11-EA4A-496D-8AD8-794EE9D3C1CA},17,,,,,,,,
COWP014,-1,2012,COWP014Q,2,2,DIOSVIR,{C6C5D109-63B8-4C39-A9BC-713273C1DDC6},,,1,,,,,,
COWP014,-1,2012,COWP014Q,3,4,QUERALB,{9F7F2C4C-0F1D-4CD7-8D70-1448EF89B177},5,,,,,,,,
COWP014,-1,2012,COWP014Q,1,4,QUERALB,{9F7F2C4C-0F1D-4CD7-8D70-1448EF89B177},1,,,,,,,,
COWP014,-1,2012,COWP014Q,1,2,LIQUSTY,{A0A66D11-EA4A-496D-8AD8-794EE9D3C1CA},1,,,,,,,,
COWP014,-1,2012,COWP014Q,1,2,DIOSVIR,{C6C5D109-63B8-4C39-A9BC-713273C1DDC6},1,,,,,,,,
COWP014,-1,2012,COWP014Q,1,4,CORNFLO,{51CA2C31-FB80-44D6-8501-2C550B9768C9},1,,,,,,,,
COWP014,-1,2012,COWP014Q,3,2,ACERRUB,{F005F3BB-6045-4A0B-A022-F6AB3D4D4043},1,,,,,,,,
COWP014,-1,2012,COWP014Q,4,3,FRAXAME,{79F9F1F4-656B-47A6-B616-41761786A6BD},,,1,1,,,,,
COWP014,-1,2012,COWP014Q,4,3,LIQUSTY,{A0A66D11-EA4A-496D-8AD8-794EE9D3C1CA},1,,,,,,,,
COWP014,-1,2012,COWP014Q,2,3,QUERCOC,{2BCB9243-7E5B-468B-9A34-E46B26139580},1,,,,,,,,
COWP014,-1,2012,COWP014Q,1,4,QUERVEL,{98FEDA8E-4F45-425F-A9B2-C2762A2E775F},1,,,,,,,,
COWP014,-1,2012,COWP014Q,1,4,PRUNSER,{D87DB845-DEE8-4C04-B2FA-0A924175393C},1,,,,,,,,
COWP014,-1,2012,COWP014Q,2,2,OXYDARB,{618394AC-EC81-4F3E-9466-9C6CE04786C7},,,1,,,,,,
COWP014,-1,2012,COWP014Q,3,2,QUERALB,{9F7F2C4C-0F1D-4CD7-8D70-1448EF89B177},,2,,,,,,,
COWP014,-1,2012,COWP014Q,2,2,LIQUSTY,{A0A66D11-EA4A-496D-8AD8-794EE9D3C1CA},,,1,1,,,,,
COWP014,-1,2012,COWP014Q,4,2,QUERCOC,{2BCB9243-7E5B-468B-9A34-E46B26139580},,,1,,,,,,
COWP014,0,2012,COWP014,4,2,QUERRUB,{19AB9288-4C95-4DD1-9C89-7A477E387FFC},1,,,,,,,,
COWP014,0,2012,COWP014,2,2,LIQUSTY,{A0A66D11-EA4A-496D-8AD8-794EE9D3C1CA},,,,1,,,,,
COWP014,0,2012,COWP014,4,2,NYSSSYL,{CB8A127B-18BA-4FF5-9D4C-EA5414E98C7F},8,,,,,,,,
COWP014,0,2012,COWP014,3,4,QUERALB,{9F7F2C4C-0F1D-4CD7-8D70-1448EF89B177},1,,,,,,,,
COWP014,0,2012,COWP014,4,3,FRAXAME,{79F9F1F4-656B-47A6-B616-41761786A6BD},,,,,1,,,,
COWP014,0,2012,COWP014,2,2,DIOSVIR,{C6C5D109-63B8-4C39-A9BC-713273C1DDC6},,,1,,,,,,
COWP014,0,2012,COWP014,1,2,PRUNSER,{D87DB845-DEE8-4C04-B2FA-0A924175393C},1,,,,,,,,
COWP014,0,2012,COWP014,2,3,QUERRUB,{19AB9288-4C95-4DD1-9C89-7A477E387FFC},1,,,,,,,,
COWP014,0,2012,COWP014,1,4,ACERRUB,{F005F3BB-6045-4A0B-A022-F6AB3D4D4043},12,,,,,,,,
COWP014,0,2012,COWP014,1,2,NYSSSYL,{CB8A127B-18BA-4FF5-9D4C-EA5414E98C7F},4,,,,,,,,
COWP014,0,2012,COWP014,1,4,QUERVEL,{98FEDA8E-4F45-425F-A9B2-C2762A2E775F},1,,,,,,,,
COWP014,0,2012,COWP014,3,2,ACERRUB,{F005F3BB-6045-4A0B-A022-F6AB3D4D4043},1,,,,,,,,
COWP014,0,2012,COWP014,1,2,QUERVEL,{98FEDA8E-4F45-425F-A9B2-C2762A2E775F},1,,,,,,,,
COWP014,0,2012,COWP014,1,2,QUERALB,{9F7F2C4C-0F1D-4CD7-8D70-1448EF89B177},,,2,,,,,,
COWP014,0,2012,COWP014,3,4,ACERRUB,{F005F3BB-6045-4A0B-A022-F6AB3D4D4043},1,,,,,,,,
COWP014,0,2012,COWP014,1,4,LIRITUL,{5176417D-704E-47FF-A697-8E4ED00FEBE7},1,,,,,,,,
COWP014,0,2012,COWP014,1,4,VIBUDEN,{876CC1F4-E41B-4949-A71F-6F5C08CD9302},,1,,,,,,,
COWP014,0,2012,COWP014,3,2,QUERALB,{9F7F2C4C-0F1D-4CD7-8D70-1448EF89B177},,,1,,,,,,
COWP014,0,2012,COWP014,1,4,CORNFLO,{51CA2C31-FB80-44D6-8501-2C550B9768C9},1,,,,,,,,
COWP014,0,2012,COWP014,2,2,QUERALB,{9F7F2C4C-0F1D-4CD7-8D70-1448EF89B177},1,,,,,,,,
COWP014,0,2012,COWP014,2,2,OXYDARB,{618394AC-EC81-4F3E-9466-9C6CE04786C7},,,1,,1,,,,
COWP014,0,2012,COWP014,1,4,LIQUSTY,{A0A66D11-EA4A-496D-8AD8-794EE9D3C1CA},6,,,,,,,,
COWP014,0,2012,COWP014,1,2,LIQUSTY,{A0A66D11-EA4A-496D-8AD8-794EE9D3C1CA},1,,,,,,,,
COWP014,0,2012,COWP014,2,3,OXYDARB,{618394AC-EC81-4F3E-9466-9C6CE04786C7},,,,,1,1,,,
CHIC007,-1,2012,CHIC007Q,1,2,ULMUALA,{1B0FB3A9-1387-4901-985E-2DBCBCBFC8F1},1,,,,,,,,
CHIC007,-1,2012,CHIC007Q,2,3,CELTLAE,{4030CF4F-20A2-4673-BF72-626F8D0D4963},1,,,,,,,,
CHIC007,-1,2012,CHIC007Q,3,4,ULMUALA,{1B0FB3A9-1387-4901-985E-2DBCBCBFC8F1},3,,,,,,,,
CHIC007,-1,2012,CHIC007Q,1,4,CORNFLO,{51CA2C31-FB80-44D6-8501-2C550B9768C9},,,,,1,,,,
CHIC007,-1,2012,CHIC007Q,4,3,MORURUB,{9208BD56-4439-4355-95F1-6C3D3ABC6A2C},,,,,,1,,,
CHIC007,-1,2012,CHIC007Q,3,4,FRAXAME,{79F9F1F4-656B-47A6-B616-41761786A6BD},1,,,,,,,,
CHIC007,-1,2012,CHIC007Q,4,3,ULMUALA,{1B0FB3A9-1387-4901-985E-2DBCBCBFC8F1},2,,,,,,,,
CHIC007,-1,2012,CHIC007Q,4,2,FRAXAME,{79F9F1F4-656B-47A6-B616-41761786A6BD},3,,,,,,,,
CHIC007,-1,2012,CHIC007Q,4,3,CELTLAE,{4030CF4F-20A2-4673-BF72-626F8D0D4963},1,,,,,,,,
CHIC007,-1,2012,CHIC007Q,1,2,Carya sp.,{835ABC0C-CAD0-4D93-BCB7-3805304F5CAF},2,,,,,,,,
CHIC007,-1,2012,CHIC007Q,1,4,DIOSVIR,{C6C5D109-63B8-4C39-A9BC-713273C1DDC6},1,,,,,,,,
CHIC007,-1,2012,CHIC007Q,4,2,ULMUALA,{1B0FB3A9-1387-4901-985E-2DBCBCBFC8F1},4,,,,,,,,
CHIC007,-1,2012,CHIC007Q,1,4,Viburnum sp.,{EFC354D3-9435-47A5-951F-6C1AF8D702E3},1,,,,,,,,
CHIC007,-1,2012,CHIC007Q,3,4,CELTLAE,{4030CF4F-20A2-4673-BF72-626F8D0D4963},,,,,2,,,,
CHIC007,-1,2012,CHIC007Q,3,2,ULMUALA,{1B0FB3A9-1387-4901-985E-2DBCBCBFC8F1},1,,,1,,,,,
CHIC007,-1,2012,CHIC007Q,3,2,CARYALB,{AA664394-AE43-4AE0-8D54-5E51DE3ABAA4},1,,,,,,,,
CHIC007,-1,2012,CHIC007Q,3,2,FRAXAME,{79F9F1F4-656B-47A6-B616-41761786A6BD},1,,,,,,,,
CHIC007,-1,2012,CHIC007Q,3,2,Carya sp.,{835ABC0C-CAD0-4D93-BCB7-3805304F5CAF},2,,,,,,,,
CHIC007,-1,2012,CHIC007Q,1,2,QUERVEL,{98FEDA8E-4F45-425F-A9B2-C2762A2E775F},1,,,,,,,,
CHIC007,-1,2012,CHIC007Q,1,4,CARYALB,{AA664394-AE43-4AE0-8D54-5E51DE3ABAA4},2,,,,,,,,
CHIC007,-1,2012,CHIC007Q,1,4,ULMUALA,{1B0FB3A9-1387-4901-985E-2DBCBCBFC8F1},2,,,,,,,,
CHIC007,-1,2012,CHIC007Q,2,2,FRAXAME,{79F9F1F4-656B-47A6-B616-41761786A6BD},1,,,,,,,,
CHIC007,-1,2012,CHIC007Q,2,2,Carya sp.,{835ABC0C-CAD0-4D93-BCB7-3805304F5CAF},2,,,,,,,,
CHIC007,-1,2012,CHIC007Q,2,2,LIGUSIN,{F1A2ACD7-D7B5-47A0-A243-E38B0BE4B677},1,,,,,,,,
CHIC007,-1,2012,CHIC007Q,3,4,CARYGLA,{56A01BE8-41DF-42BD-96BB-77B0BCA2FEDD},,,,,,1,,,
CHIC007,-1,2012,CHIC007Q,1,2,FRAXAME,{79F9F1F4-656B-47A6-B616-41761786A6BD},1,,,,,,,,
CHIC007,-1,2012,CHIC007Q,2,2,CELTLAE,{4030CF4F-20A2-4673-BF72-626F8D0D4963},2,,,,3,,,,
CHIC007,-1,2012,CHIC007Q,3,2,LIGUSIN,{F1A2ACD7-D7B5-47A0-A243-E38B0BE4B677},1,,,,,,,,
CHIC007,-1,2012,CHIC007Q,4,2,CELTLAE,{4030CF4F-20A2-4673-BF72-626F8D0D4963},1,,,,,,,,
CHIC007,-1,2012,CHIC007Q,3,2,CELTLAE,{4030CF4F-20A2-4673-BF72-626F8D0D4963},2,,,1,,,,,
CHIC007,0,2012,CHIC007,4,3,CARYALB,{AA664394-AE43-4AE0-8D54-5E51DE3ABAA4},,,,,,1,,,
CHIC007,0,2012,CHIC007,4,2,ULMUALA,{1B0FB3A9-1387-4901-985E-2DBCBCBFC8F1},2,,,,,,,,
CHIC007,0,2012,CHIC007,1,4,ACERRUB,{F005F3BB-6045-4A0B-A022-F6AB3D4D4043},,,,,1,,,,
CHIC007,0,2012,CHIC007,4,2,CELTTEN,{EC1C676F-BF61-4D13-A96D-3E8228BEC733},1,,,,,,,,
CHIC007,0,2012,CHIC007,3,2,ULMUALA,{1B0FB3A9-1387-4901-985E-2DBCBCBFC8F1},,,,1,,,,,
CHIC007,0,2012,CHIC007,1,2,QUERFAL,{FBCF8566-0F6A-43C5-B1CA-84D719B96CF2},1,,,,,,,,
CHIC007,0,2012,CHIC007,3,2,CARYGLA,{56A01BE8-41DF-42BD-96BB-77B0BCA2FEDD},2,,,,,,,,
CHIC007,0,2012,CHIC007,2,3,PRUNSER,{D87DB845-DEE8-4C04-B2FA-0A924175393C},2,,,,,,,,
CHIC007,0,2012,CHIC007,3,4,FRAXAME,{79F9F1F4-656B-47A6-B616-41761786A6BD},1,,,,,,,,
CHIC007,0,2012,CHIC007,4,3,ULMUALA,{1B0FB3A9-1387-4901-985E-2DBCBCBFC8F1},2,,,,,,,,
CHIC007,0,2012,CHIC007,1,2,FRAXAME,{79F9F1F4-656B-47A6-B616-41761786A6BD},1,,,,,,,,
CHIC007,0,2012,CHIC007,1,4,NYSSSYL,{CB8A127B-18BA-4FF5-9D4C-EA5414E98C7F},1,,,,,,,,
CHIC007,0,2012,CHIC007,1,4,CARYGLA,{56A01BE8-41DF-42BD-96BB-77B0BCA2FEDD},1,,,,,,,,
CHIC007,0,2012,CHIC007,3,4,ULMUALA,{1B0FB3A9-1387-4901-985E-2DBCBCBFC8F1},2,,,,,,,,
CHIC007,0,2012,CHIC007,3,4,CARYGLA,{56A01BE8-41DF-42BD-96BB-77B0BCA2FEDD},,,,,,1,,,
CHIC007,0,2012,CHIC007,2,2,CARYGLA,{56A01BE8-41DF-42BD-96BB-77B0BCA2FEDD},2,,,,,,,,
CHIC007,0,2012,CHIC007,1,2,CARYGLA,{56A01BE8-41DF-42BD-96BB-77B0BCA2FEDD},2,,,,,,,,
CHIC007,0,2012,CHIC007,2,2,CELTLAE,{4030CF4F-20A2-4673-BF72-626F8D0D4963},,,,,3,,,,
CHIC007,0,2012,CHIC007,3,2,LIGUSIN,{F1A2ACD7-D7B5-47A0-A243-E38B0BE4B677},1,,,,,,,,
CHIC007,0,2012,CHIC007,3,4,CELTLAE,{4030CF4F-20A2-4673-BF72-626F8D0D4963},,,,,1,,,,
CHIC007,0,2012,CHIC007,4,2,FRAXAME,{79F9F1F4-656B-47A6-B616-41761786A6BD},4,,,,,,,,
CHIC007,0,2012,CHIC007,3,2,CELTTEN,{EC1C676F-BF61-4D13-A96D-3E8228BEC733},,,,1,,,,,
MACA036,-1,2014,MACA036Q,3,2,LINDBEN,{FE9FA83F-8A0F-4CA4-87BF-2A4A45FE3CAF},,,,,,,,1,1
MACA036,-1,2014,MACA036Q,4,2,QUERIMB,{C979EEB3-3E6A-4A2A-B4F7-3CF3631D23ED},,,1,,,,,,
MACA036,-1,2014,MACA036Q,2,2,QUERMUE,{AB842947-D1D9-4644-85EE-B71BB0738A9F},,,1,,,,,,
MACA036,-1,2014,MACA036Q,3,4,ACERRUB,{F005F3BB-6045-4A0B-A022-F6AB3D4D4043},,,1,,,,,,
MACA036,-1,2014,MACA036Q,2,3,ULMUALA,{1B0FB3A9-1387-4901-985E-2DBCBCBFC8F1},,2,1,,1,1,,,
MACA036,-1,2014,MACA036Q,3,4,QUERVEL,{98FEDA8E-4F45-425F-A9B2-C2762A2E775F},,,2,,,,,,
MACA036,-1,2014,MACA036Q,3,2,FRAXAME,{79F9F1F4-656B-47A6-B616-41761786A6BD},,,,,1,,,,
MACA036,-1,2014,MACA036Q,2,2,ULMURUB,{CB2B9774-AB3F-411C-AB5C-A339CFF0821F},,,,,,1,,,
MACA036,-1,2014,MACA036Q,2,3,LINDBEN,{FE9FA83F-8A0F-4CA4-87BF-2A4A45FE3CAF},,1,1,,,,2,1,
MACA036,-1,2014,MACA036Q,4,2,ULMURUB,{CB2B9774-AB3F-411C-AB5C-A339CFF0821F},,1,,,,,,,
MACA036,-1,2014,MACA036Q,2,3,FRAXAME,{79F9F1F4-656B-47A6-B616-41761786A6BD},,,,2,,,,,
MACA036,-1,2014,MACA036Q,1,4,LINDBEN,{FE9FA83F-8A0F-4CA4-87BF-2A4A45FE3CAF},,,3,3,,,,,
MACA036,-1,2014,MACA036Q,2,2,CELTLAE,{4030CF4F-20A2-4673-BF72-626F8D0D4963},,,1,,,,,,
MACA036,-1,2014,MACA036Q,3,4,FRANCAR,{C6B5C930-2A70-4986-90B7-B88F03AD04F2},,,1,,,,,,
MACA036,-1,2014,MACA036Q,3,2,QUERALB,{9F7F2C4C-0F1D-4CD7-8D70-1448EF89B177},,,1,,,,,,
MACA036,0,2014,MACA036,2,2,QUERMUE,{AB842947-D1D9-4644-85EE-B71BB0738A9F},,,1,,,,,,
MACA036,0,2014,MACA036,2,2,ULMURUB,{CB2B9774-AB3F-411C-AB5C-A339CFF0821F},,,,,,1,,,
MACA036,0,2014,MACA036,2,3,ULMUALA,{1B0FB3A9-1387-4901-985E-2DBCBCBFC8F1},,,1,,,1,,,
MACA036,0,2014,MACA036,1,4,QUERMUE,{AB842947-D1D9-4644-85EE-B71BB0738A9F},,,1,,,,,,
MACA036,0,2014,MACA036,3,4,QUERFAL,{FBCF8566-0F6A-43C5-B1CA-84D719B96CF2},,,2,,,,,,
MACA036,0,2014,MACA036,3,4,ULMURUB,{CB2B9774-AB3F-411C-AB5C-A339CFF0821F},,,,,,1,,,
MACA036,0,2014,MACA036,4,2,QUERIMB,{C979EEB3-3E6A-4A2A-B4F7-3CF3631D23ED},,,1,,,,,,
MACA036,0,2014,MACA036,2,2,CELTOCC,{204FFE1D-FA19-45A7-BE61-CE86CF278A8C},,,1,,,,,,
MACA036,0,2014,MACA036,2,3,SASSALB,{CC5EFC77-2E0B-4EC3-A3EA-FD3E10D65415},,1,,,,,,,
MACA036,0,2014,MACA036,2,3,FRAXAME,{79F9F1F4-656B-47A6-B616-41761786A6BD},,,,2,,,,,
MACA036,0,2014,MACA036,1,4,LINDBEN,{FE9FA83F-8A0F-4CA4-87BF-2A4A45FE3CAF},,,3,2,,,,,
MACA036,0,2014,MACA036,3,4,ACERRUB,{F005F3BB-6045-4A0B-A022-F6AB3D4D4043},,,1,,,,,,
MACA036,0,2014,MACA036,1,2,ULMURUB,{CB2B9774-AB3F-411C-AB5C-A339CFF0821F},,,,,,,,,1
MACA036,0,2014,MACA036,2,3,LINDBEN,{FE9FA83F-8A0F-4CA4-87BF-2A4A45FE3CAF},,,1,,,,2,,
MACA036,0,2014,MACA036,2,3,ULMURUB,{CB2B9774-AB3F-411C-AB5C-A339CFF0821F},,2,,,,,,,
MACA036,0,2014,MACA036,3,2,QUERALB,{9F7F2C4C-0F1D-4CD7-8D70-1448EF89B177},,,2,,,,,,
MACA036,0,2014,MACA036,3,4,FRANCAR,{C6B5C930-2A70-4986-90B7-B88F03AD04F2},,,1,,,,,,
MACA036,0,2014,MACA036,3,2,LINDBEN,{FE9FA83F-8A0F-4CA4-87BF-2A4A45FE3CAF},,,,,,,,1,1
MACA036,0,2014,MACA036,3,2,FRAXAME,{79F9F1F4-656B-47A6-B616-41761786A6BD},,,,,1,,,,
MACA008,-1,2016,MACA008Q,4,3,FRAXAME,{79F9F1F4-656B-47A6-B616-41761786A6BD},,,,,,,2,,1
MACA008,-1,2016,MACA008Q,2,3,ACERRUB,{F005F3BB-6045-4A0B-A022-F6AB3D4D4043},,,,,,,10,5,
MACA008,-1,2016,MACA008Q,4,2,ACERRUB,{F005F3BB-6045-4A0B-A022-F6AB3D4D4043},,,,,,,8,3,
MACA008,-1,2016,MACA008Q,1,4,LIRITUL,{5176417D-704E-47FF-A697-8E4ED00FEBE7},,,,,,,1,,
MACA008,-1,2016,MACA008Q,2,3,QUERSTE,{E14F490E-05C9-42D1-833F-D030CEF137A1},,1,,,,,,3,
MACA008,-1,2016,MACA008Q,3,2,FRAXAME,{79F9F1F4-656B-47A6-B616-41761786A6BD},,,,,,,,1,
MACA008,-1,2016,MACA008Q,2,2,QUERFAL,{FBCF8566-0F6A-43C5-B1CA-84D719B96CF2},,,,,,,1,,
MACA008,-1,2016,MACA008Q,3,4,CARYGLA,{56A01BE8-41DF-42BD-96BB-77B0BCA2FEDD},,,1,,,,,,
MACA008,-1,2016,MACA008Q,3,4,LIRITUL,{5176417D-704E-47FF-A697-8E4ED00FEBE7},,,1,,,,1,,
MACA008,-1,2016,MACA008Q,2,3,ULMUALA,{1B0FB3A9-1387-4901-985E-2DBCBCBFC8F1},,,,,,,1,1,
MACA008,-1,2016,MACA008Q,2,2,LIRITUL,{5176417D-704E-47FF-A697-8E4ED00FEBE7},,,,,,,1,,1
MACA008,-1,2016,MACA008Q,3,4,DIOSVIR,{C6C5D109-63B8-4C39-A9BC-713273C1DDC6},,,,,,,1,,
MACA008,-1,2016,MACA008Q,4,3,ACERRUB,{F005F3BB-6045-4A0B-A022-F6AB3D4D4043},,2,,,,,4,1,
MACA008,-1,2016,MACA008Q,4,3,ULMUALA,{1B0FB3A9-1387-4901-985E-2DBCBCBFC8F1},,,,,,,1,,
MACA008,-1,2016,MACA008Q,3,2,ACERRUB,{F005F3BB-6045-4A0B-A022-F6AB3D4D4043},,,,,,,7,2,
MACA008,-1,2016,MACA008Q,3,4,PRUNSER,{D87DB845-DEE8-4C04-B2FA-0A924175393C},,,,,,,1,,
MACA008,-1,2016,MACA008Q,4,2,LIRITUL,{5176417D-704E-47FF-A697-8E4ED00FEBE7},,,,,,,1,,
MACA008,-1,2016,MACA008Q,3,2,CARYALB,{AA664394-AE43-4AE0-8D54-5E51DE3ABAA4},,,,,,,,1,
MACA008,-1,2016,MACA008Q,2,2,PRUNSER,{D87DB845-DEE8-4C04-B2FA-0A924175393C},,,1,,,,,1,
MACA008,-1,2016,MACA008Q,3,4,MORURUB,{9208BD56-4439-4355-95F1-6C3D3ABC6A2C},,,,,,,,1,
MACA008,-1,2016,MACA008Q,3,2,LIRITUL,{5176417D-704E-47FF-A697-8E4ED00FEBE7},,,,,,,2,,
MACA008,-1,2016,MACA008Q,2,3,LIRITUL,{5176417D-704E-47FF-A697-8E4ED00FEBE7},,,,,,,1,,
MACA008,-1,2016,MACA008Q,3,4,SASSALB,{CC5EFC77-2E0B-4EC3-A3EA-FD3E10D65415},,1,,,,,3,,
MACA008,-1,2016,MACA008Q,3,2,AMELARB,{FE542F06-32B8-4172-B347-2A52D9D51EAA},,,1,,,,,,
MACA008,-1,2016,MACA008Q,1,2,ACERRUB,{F005F3BB-6045-4A0B-A022-F6AB3D4D4043},,,,,,,11,15,1
MACA008,-1,2016,MACA008Q,1,4,FRAXAME,{79F9F1F4-656B-47A6-B616-41761786A6BD},,,,,,,3,,
MACA008,-1,2016,MACA008Q,2,2,ACERRUB,{F005F3BB-6045-4A0B-A022-F6AB3D4D4043},,,,,,,12,9,
MACA008,-1,2016,MACA008Q,1,4,ULMUALA,{1B0FB3A9-1387-4901-985E-2DBCBCBFC8F1},,,,,,,1,,
MACA008,-1,2016,MACA008Q,3,4,RHUSCOP,{1D57A058-3848-4346-84EA-FD3E521C92B5},,5,2,,,,,,1
MACA008,-1,2016,MACA008Q,1,4,CARYGLA,{56A01BE8-41DF-42BD-96BB-77B0BCA2FEDD},,,,,,,,,1
MACA008,-1,2016,MACA008Q,2,2,QUERSTE,{E14F490E-05C9-42D1-833F-D030CEF137A1},,1,,,,,,2,
MACA008,-1,2016,MACA008Q,3,2,PRUNSER,{D87DB845-DEE8-4C04-B2FA-0A924175393C},,,,,,,1,,
MACA008,-1,2016,MACA008Q,4,2,ULMUALA,{1B0FB3A9-1387-4901-985E-2DBCBCBFC8F1},,,,,,,1,1,
MACA008,-1,2016,MACA008Q,2,3,QUERALB,{9F7F2C4C-0F1D-4CD7-8D70-1448EF89B177},,1,,,,,,,
MACA008,-1,2016,MACA008Q,4,3,LIRITUL,{5176417D-704E-47FF-A697-8E4ED00FEBE7},,,,,,,1,,
MACA008,-1,2016,MACA008Q,2,2,ULMUALA,{1B0FB3A9-1387-4901-985E-2DBCBCBFC8F1},,,,,,,1,,
MACA008,-1,2016,MACA008Q,1,4,ACERRUB,{F005F3BB-6045-4A0B-A022-F6AB3D4D4043},,,,,,,10,1,
MACA008,-1,2016,MACA008Q,3,4,ACERRUB,{F005F3BB-6045-4A0B-A022-F6AB3D4D4043},,,,,,,1,1,
MACA008,-1,2016,MACA008Q,3,4,ULMUALA,{1B0FB3A9-1387-4901-985E-2DBCBCBFC8F1},,1,,,,,,,
MACA008,0,2016,MACA008,3,2,PRUNSER,{D87DB845-DEE8-4C04-B2FA-0A924175393C},,,,,,,,1,
MACA008,0,2016,MACA008,1,4,QUERVEL,{98FEDA8E-4F45-425F-A9B2-C2762A2E775F},,,,,,,1,,
MACA008,0,2016,MACA008,2,2,ULMUALA,{1B0FB3A9-1387-4901-985E-2DBCBCBFC8F1},,,,,,,,,1
MACA008,0,2016,MACA008,2,2,PRUNSER,{D87DB845-DEE8-4C04-B2FA-0A924175393C},,,1,,,,,,1
MACA008,0,2016,MACA008,3,4,MORURUB,{9208BD56-4439-4355-95F1-6C3D3ABC6A2C},,,,,,,1,,
MACA008,0,2016,MACA008,3,4,ACERRUB,{F005F3BB-6045-4A0B-A022-F6AB3D4D4043},,,,,,,1,1,1
MACA008,0,2016,MACA008,3,4,RHUSCOP,{1D57A058-3848-4346-84EA-FD3E521C92B5},,,2,,,,,,
MACA008,0,2016,MACA008,4,3,LIRITUL,{5176417D-704E-47FF-A697-8E4ED00FEBE7},,,,,,,1,,
MACA008,0,2016,MACA008,3,2,AMELARB,{FE542F06-32B8-4172-B347-2A52D9D51EAA},,,1,,,,,,
MACA008,0,2016,MACA008,2,2,QUERSTE,{E14F490E-05C9-42D1-833F-D030CEF137A1},,1,,,,,,,1
MACA008,0,2016,MACA008,4,2,ACERRUB,{F005F3BB-6045-4A0B-A022-F6AB3D4D4043},,,,,,,7,3,
MACA008,0,2016,MACA008,1,2,SASSALB,{CC5EFC77-2E0B-4EC3-A3EA-FD3E10D65415},,,,,,,,1,
MACA008,0,2016,MACA008,1,4,ACERRUB,{F005F3BB-6045-4A0B-A022-F6AB3D4D4043},,,,,,,9,1,
MACA008,0,2016,MACA008,4,3,ULMUALA,{1B0FB3A9-1387-4901-985E-2DBCBCBFC8F1},,,,,,,1,,
MACA008,0,2016,MACA008,3,4,SASSALB,{CC5EFC77-2E0B-4EC3-A3EA-FD3E10D65415},,1,,,,,,,
MACA008,0,2016,MACA008,3,4,CARYGLA,{56A01BE8-41DF-42BD-96BB-77B0BCA2FEDD},,,1,,,,,,
MACA008,0,2016,MACA008,2,3,QUERRUB,{19AB9288-4C95-4DD1-9C89-7A477E387FFC},,,,,,,1,,
MACA008,0,2016,MACA008,2,3,LIRITUL,{5176417D-704E-47FF-A697-8E4ED00FEBE7},,,,,,,1,,
MACA008,0,2016,MACA008,2,3,QUERALB,{9F7F2C4C-0F1D-4CD7-8D70-1448EF89B177},,1,,,,,,,
MACA008,0,2016,MACA008,1,4,FRAXAME,{79F9F1F4-656B-47A6-B616-41761786A6BD},,,,,,,3,,
MACA008,0,2016,MACA008,1,2,ACERRUB,{F005F3BB-6045-4A0B-A022-F6AB3D4D4043},,,,,,,10,15,1
MACA008,0,2016,MACA008,3,4,LIRITUL,{5176417D-704E-47FF-A697-8E4ED00FEBE7},,,1,,,,1,,
MACA008,0,2016,MACA008,2,3,ULMUALA,{1B0FB3A9-1387-4901-985E-2DBCBCBFC8F1},,,,,,,2,1,
MACA008,0,2016,MACA008,3,2,FRAXAME,{79F9F1F4-656B-47A6-B616-41761786A6BD},,,,,,,,1,
MACA008,0,2016,MACA008,1,4,CARYGLA,{56A01BE8-41DF-42BD-96BB-77B0BCA2FEDD},,,,,,,,,1
