location_name,QAQC,event_year,event_name_calc,Module,Corner,Species_Original,Plant_Concept_Current_IDF,Seedling_Ht_5_50,Seedling_Ht_50_137,Sapling_DBH_0_1,Sapling_DBH_1_2half,Sapling_DBH_2half_5,Sapling_DBH_5_10,Seedling_Ht_5_15,Seedling_Ht_15_30,Seedling_Ht_30_50
STRI011,0,2011,STRI011,1,2,JUNIVIR,{93F0EB64-8D04-4DF8-9E2E-AE19AD08B5DE},,,,1,,,,,
STRI011,0,2011,STRI011,2,3,ULMUALA,{1B0FB3A9-1387-4901-985E-2DBCBCBFC8F1},2,,,,,,,,
STRI011,0,2011,STRI011,4,3,ULMUALA,{1B0FB3A9-1387-4901-985E-2DBCBCBFC8F1},1,,,,,,,,
STRI011,0,2011,STRI011,2,3,LIGUSIN,{F1A2ACD7-D7B5-47A0-A243-E38B0BE4B677},9,1,,2,,,,,
STRI011,0,2011,STRI011,3,2,LIGUSIN,{F1A2ACD7-D7B5-47A0-A243-E38B0BE4B677},6,1,,,,,,,
STRI011,0,2011,STRI011,1,4,CELTOCC,{204FFE1D-FA19-45A7-BE61-CE86CF278A8C},3,,,,,,,,
STRI011,0,2011,STRI011,3,4,CELTOCC,{204FFE1D-FA19-45A7-BE61-CE86CF278A8C},1,,,,,,,,
STRI011,0,2011,STRI011,4,2,LIGUSIN,{F1A2ACD7-D7B5-47A0-A243-E38B0BE4B677},1,,,,,,,,
STRI011,0,2011,STRI011,3,4,FRAXAME,{79F9F1F4-656B-47A6-B616-41761786A6BD},8,,,4,,,,,
STRI011,0,2011,STRI011,3,2,ULMUALA,{1B0FB3A9-1387-4901-985E-2DBCBCBFC8F1},1,,,,,,,,
STRI011,0,2011,STRI011,1,2,FRAXAME,{79F9F1F4-656B-47A6-B616-41761786A6BD},7,,1,1,,,,,
STRI011,0,2011,STRI011,2,2,FRAXAME,{79F9F1F4-656B-47A6-B616-41761786A6BD},13,,,,,,,,
STRI011,0,2011,STRI011,4,2,QUERIMB,{C979EEB3-3E6A-4A2A-B4F7-3CF3631D23ED},1,,,,,,,,
STRI011,0,2011,STRI011,1,4,LIGUSIN,{F1A2ACD7-D7B5-47A0-A243-E38B0BE4B677},5,,1,1,,,,,
STRI011,0,2011,STRI011,2,2,CELTOCC,{204FFE1D-FA19-45A7-BE61-CE86CF278A8C},2,,,,,,,,
STRI011,0,2011,STRI011,4,3,CELTOCC,{204FFE1D-FA19-45A7-BE61-CE86CF278A8C},2,,,,,,,,
STRI011,0,2011,STRI011,4,2,CELTOCC,{204FFE1D-FA19-45A7-BE61-CE86CF278A8C},1,,,,,,,,
STRI011,0,2011,STRI011,2,2,ULMUALA,{1B0FB3A9-1387-4901-985E-2DBCBCBFC8F1},3,,,,,,,,
STRI011,0,2011,STRI011,3,4,ULMUALA,{1B0FB3A9-1387-4901-985E-2DBCBCBFC8F1},3,,,,,,,,
