"SubunitCode","panel_init_year","panel_label","CEGL","event_ID","taxagroup","seeddens","sapldens"
"RUCA",2016,"2016-2018","CEGL007268","{994B699B-1F1D-4F5D-B53A-6DE0B8DDDE77}",5,2500,1125
"RUCA",2016,"2016-2018","CEGL007268","{994B699B-1F1D-4F5D-B53A-6DE0B8DDDE77}",1,12500,125
"RUCA",2016,"2016-2018","CEGL007268","{994B699B-1F1D-4F5D-B53A-6DE0B8DDDE77}",2,7500,3500
"RUCA",2016,"2016-2018","CEGL007268","{994B699B-1F1D-4F5D-B53A-6DE0B8DDDE77}",4,0,750
"RUCA",2011,"2011-2013","CEGL007268","{99C3AACE-3F11-453B-832F-A902C26DDAA1}",5,5000,125
"RUCA",2011,"2011-2013","CEGL007268","{99C3AACE-3F11-453B-832F-A902C26DDAA1}",1,3750,125
"RUCA",2011,"2011-2013","CEGL007268","{99C3AACE-3F11-453B-832F-A902C26DDAA1}",2,72500,1500
"RUCA",2011,"2011-2013","CEGL007268","{99C3AACE-3F11-453B-832F-A902C26DDAA1}",3,0,250
"CUGA",2011,"2011-2013","CEGL006271","{99EBA8A9-EA9D-4130-B92F-53D08BB7EC5F}",5,3750,0
"CUGA",2011,"2011-2013","CEGL006271","{99EBA8A9-EA9D-4130-B92F-53D08BB7EC5F}",1,41250,0
"CUGA",2011,"2011-2013","CEGL006271","{99EBA8A9-EA9D-4130-B92F-53D08BB7EC5F}",2,2500,1875
"LIRI",2011,"2011-2013","CEGL008430","{9A849955-DA91-495F-84D1-33950C597773}",5,1250,375
"LIRI",2011,"2011-2013","CEGL008430","{9A849955-DA91-495F-84D1-33950C597773}",1,5000,750
"LIRI",2011,"2011-2013","CEGL008430","{9A849955-DA91-495F-84D1-33950C597773}",2,25000,1500
"LIRI",2011,"2011-2013","CEGL008430","{9A849955-DA91-495F-84D1-33950C597773}",3,3750,0
"LIRI",2011,"2011-2013","CEGL008430","{9A849955-DA91-495F-84D1-33950C597773}",4,2500,0
"NISI",2011,"2011-2013","CEGL008462","{9A858967-926A-4E9B-A313-87FA0DC9B74B}",5,2500,0
"NISI",2011,"2011-2013","CEGL008462","{9A858967-926A-4E9B-A313-87FA0DC9B74B}",1,15000,375
"NISI",2011,"2011-2013","CEGL008462","{9A858967-926A-4E9B-A313-87FA0DC9B74B}",2,10000,250
"NISI",2011,"2011-2013","CEGL008462","{9A858967-926A-4E9B-A313-87FA0DC9B74B}",3,1250,125
"NISI",2011,"2011-2013","CEGL008462","{9A858967-926A-4E9B-A313-87FA0DC9B74B}",4,1250,875
"NISI",2011,"2011-2013","CEGL008462","{9B828261-53D6-4804-A7A5-3AAAC39752C8}",5,2500,0
"NISI",2011,"2011-2013","CEGL008462","{9B828261-53D6-4804-A7A5-3AAAC39752C8}",1,10000,0
"NISI",2011,"2011-2013","CEGL008462","{9B828261-53D6-4804-A7A5-3AAAC39752C8}",2,1250,0
"NISI",2011,"2011-2013","CEGL008462","{9B828261-53D6-4804-A7A5-3AAAC39752C8}",3,1250,125
"NISI",2011,"2011-2013","CEGL008462","{9B828261-53D6-4804-A7A5-3AAAC39752C8}",4,12500,625
"SHIL",2016,"2016-2018","CEGL007246","{9C9B760E-5FC0-4F96-A268-864092179475}",1,1250,375
"SHIL",2016,"2016-2018","CEGL007246","{9C9B760E-5FC0-4F96-A268-864092179475}",2,22500,250
"SHIL",2016,"2016-2018","CEGL007246","{9C9B760E-5FC0-4F96-A268-864092179475}",3,2500,250
"LOOK",2016,"2016-2018","CEGL008430","{9CBA2CA6-FBD4-4AEB-BE08-64F6493CD251}",5,2500,1125
"LOOK",2016,"2016-2018","CEGL008430","{9CBA2CA6-FBD4-4AEB-BE08-64F6493CD251}",1,6250,125
"LOOK",2016,"2016-2018","CEGL008430","{9CBA2CA6-FBD4-4AEB-BE08-64F6493CD251}",2,10000,625
"LOOK",2016,"2016-2018","CEGL008430","{9CBA2CA6-FBD4-4AEB-BE08-64F6493CD251}",3,5000,0
"LOOK",2016,"2016-2018","CEGL008430","{9CBA2CA6-FBD4-4AEB-BE08-64F6493CD251}",4,7500,500
"LOOK",2016,"2016-2018","CEGL007334","{9D0D5095-D9D8-46E5-8ECC-ABB7F8CA2D85}",2,1250,0
"LOOK",2016,"2016-2018","CEGL007334","{9D0D5095-D9D8-46E5-8ECC-ABB7F8CA2D85}",4,1250,0
"KNOB",2011,"2011-2013","CEGL007220","{9D61EE82-E53B-4882-AB16-FA55F8E3D2CF}",5,0,875
"KNOB",2011,"2011-2013","CEGL007220","{9D61EE82-E53B-4882-AB16-FA55F8E3D2CF}",1,2500,0
"KNOB",2011,"2011-2013","CEGL007220","{9D61EE82-E53B-4882-AB16-FA55F8E3D2CF}",2,35000,1375
"KNOB",2011,"2011-2013","CEGL007220","{9D61EE82-E53B-4882-AB16-FA55F8E3D2CF}",3,2500,0
"KNOB",2011,"2011-2013","CEGL007220","{9D61EE82-E53B-4882-AB16-FA55F8E3D2CF}",4,5000,2000
"LOOK",2011,"2011-2014","CEGL004418","{9D8FDB79-9E6D-44BB-B00D-5BA7D312083F}",5,1250,0
"LOOK",2011,"2011-2014","CEGL004418","{9D8FDB79-9E6D-44BB-B00D-5BA7D312083F}",2,20000,375
"LOOK",2011,"2011-2014","CEGL004418","{9D8FDB79-9E6D-44BB-B00D-5BA7D312083F}",3,8750,125
"LIRI",2016,"2016-2018","CEGL004098","{9F6C9255-0B2B-4E62-8A19-D2A027F91FBF}",0,1250,0
"LIRI",2016,"2016-2018","CEGL004098","{9F6C9255-0B2B-4E62-8A19-D2A027F91FBF}",5,1250,0
"LIRI",2016,"2016-2018","CEGL004098","{9F6C9255-0B2B-4E62-8A19-D2A027F91FBF}",1,1250,125
"LIRI",2016,"2016-2018","CEGL004098","{9F6C9255-0B2B-4E62-8A19-D2A027F91FBF}",2,5000,1250
"LIRI",2016,"2016-2018","CEGL004098","{9F6C9255-0B2B-4E62-8A19-D2A027F91FBF}",3,0,125
"CARL",2011,"2011-2013","CEGL007519","{9F7917FE-03E8-4380-92FF-5224E7E74547}",5,1250,0
"CARL",2011,"2011-2013","CEGL007519","{9F7917FE-03E8-4380-92FF-5224E7E74547}",1,3750,500
"CARL",2011,"2011-2013","CEGL007519","{9F7917FE-03E8-4380-92FF-5224E7E74547}",2,10000,875
"CARL",2011,"2011-2013","CEGL007519","{9F7917FE-03E8-4380-92FF-5224E7E74547}",4,0,750
"CARL",2011,"2011-2013","CEGL007519","{9F7A1C2A-7BDB-4350-98B0-699B36DDB98E}",5,1250,0
"CARL",2011,"2011-2013","CEGL007519","{9F7A1C2A-7BDB-4350-98B0-699B36DDB98E}",1,46250,375
"CARL",2011,"2011-2013","CEGL007519","{9F7A1C2A-7BDB-4350-98B0-699B36DDB98E}",2,32500,2125
"CARL",2011,"2011-2013","CEGL007519","{9F7A1C2A-7BDB-4350-98B0-699B36DDB98E}",4,0,500
"NISI",2011,"2011-2013","CEGL008462","{9FB9B1EF-ADB3-4C26-94D9-687122F0BD5C}",5,16250,500
"NISI",2011,"2011-2013","CEGL008462","{9FB9B1EF-ADB3-4C26-94D9-687122F0BD5C}",1,7500,125
"NISI",2011,"2011-2013","CEGL008462","{9FB9B1EF-ADB3-4C26-94D9-687122F0BD5C}",3,43750,500
"NISI",2011,"2011-2013","CEGL008462","{9FB9B1EF-ADB3-4C26-94D9-687122F0BD5C}",4,15000,125
"SHIL",2016,"2016-2018","CEGL007246","{A02623B0-5954-4846-BF01-D3B3AAE9957C}",5,2500,0
"SHIL",2016,"2016-2018","CEGL007246","{A02623B0-5954-4846-BF01-D3B3AAE9957C}",1,1250,0
"SHIL",2016,"2016-2018","CEGL007246","{A02623B0-5954-4846-BF01-D3B3AAE9957C}",2,3750,250
"SHIL",2016,"2016-2018","CEGL007246","{A02623B0-5954-4846-BF01-D3B3AAE9957C}",3,0,250
"SHIL",2016,"2016-2018","CEGL007246","{A02623B0-5954-4846-BF01-D3B3AAE9957C}",4,7500,0
"GUCO",2011,"2011-2013","CEGL002591","{A0544851-F66F-4CC6-9C53-A773F7353C7F}",5,0,250
"GUCO",2011,"2011-2013","CEGL002591","{A0544851-F66F-4CC6-9C53-A773F7353C7F}",1,1250,125
"GUCO",2011,"2011-2013","CEGL002591","{A0544851-F66F-4CC6-9C53-A773F7353C7F}",2,30000,1000
"GUCO",2011,"2011-2013","CEGL002591","{A0544851-F66F-4CC6-9C53-A773F7353C7F}",3,3750,250
"GUCO",2011,"2011-2013","CEGL002591","{A0544851-F66F-4CC6-9C53-A773F7353C7F}",4,5000,250
"STRI",2016,"2016-2018","CEGL007699","{A0A7977B-22D6-454C-931C-8F5417F46126}",5,8750,125
"STRI",2016,"2016-2018","CEGL007699","{A0A7977B-22D6-454C-931C-8F5417F46126}",1,2500,0
"STRI",2016,"2016-2018","CEGL007699","{A0A7977B-22D6-454C-931C-8F5417F46126}",2,53750,125
"STRI",2016,"2016-2018","CEGL007699","{A0A7977B-22D6-454C-931C-8F5417F46126}",3,43750,125
"STRI",2016,"2016-2018","CEGL007699","{A0A7977B-22D6-454C-931C-8F5417F46126}",4,8750,250
"CARL",2011,"2011-2013","CEGL006286","{A0B66720-421B-478C-B17F-C8D4F52A02DA}",2,16250,0
"CARL",2016,"2016-2018","CEGL007519","{A0F2A18D-D892-46B9-8ED9-3D757213DED0}",5,3750,0
"CARL",2016,"2016-2018","CEGL007519","{A0F2A18D-D892-46B9-8ED9-3D757213DED0}",1,30000,625
"CARL",2016,"2016-2018","CEGL007519","{A0F2A18D-D892-46B9-8ED9-3D757213DED0}",2,8750,1750
"CARL",2016,"2016-2018","CEGL007519","{A0F2A18D-D892-46B9-8ED9-3D757213DED0}",4,0,875
"COWP",2011,"2011-2013","CEGL006011","{A142E7A1-C498-4B98-BA8C-49CE2F702B95}",0,1250,0
"COWP",2011,"2011-2013","CEGL006011","{A142E7A1-C498-4B98-BA8C-49CE2F702B95}",5,0,125
"COWP",2011,"2011-2013","CEGL006011","{A142E7A1-C498-4B98-BA8C-49CE2F702B95}",1,11250,125
"COWP",2011,"2011-2013","CEGL006011","{A142E7A1-C498-4B98-BA8C-49CE2F702B95}",3,3750,125
"COWP",2011,"2011-2013","CEGL006011","{A142E7A1-C498-4B98-BA8C-49CE2F702B95}",4,5000,250
"STRI",2011,"2011-2013","CEGL007124","{A259D10C-03E1-4781-BD01-C6A0CD179BAA}",5,1250,0
"STRI",2011,"2011-2013","CEGL007124","{A259D10C-03E1-4781-BD01-C6A0CD179BAA}",1,3750,0
"STRI",2011,"2011-2013","CEGL007124","{A259D10C-03E1-4781-BD01-C6A0CD179BAA}",3,21250,1250
"STRI",2011,"2011-2013","CEGL007124","{A259D10C-03E1-4781-BD01-C6A0CD179BAA}",4,8750,0
"MACA",2016,"2016-2018","CEGL005022","{A3681F79-2079-4028-9975-3E947AD0AB8A}",5,1250,0
"MACA",2016,"2016-2018","CEGL005022","{A3681F79-2079-4028-9975-3E947AD0AB8A}",1,31250,0
"MACA",2016,"2016-2018","CEGL005022","{A3681F79-2079-4028-9975-3E947AD0AB8A}",2,17500,1250
"MACA",2016,"2016-2018","CEGL005022","{A3681F79-2079-4028-9975-3E947AD0AB8A}",3,1250,0
"CUGA",2016,"2016-2018","CEGL007240","{A3A92DA1-8705-4B23-8EA7-15019E56B320}",5,13750,0
"CUGA",2016,"2016-2018","CEGL007240","{A3A92DA1-8705-4B23-8EA7-15019E56B320}",1,8750,0
"CUGA",2016,"2016-2018","CEGL007240","{A3A92DA1-8705-4B23-8EA7-15019E56B320}",2,42500,500
"CUGA",2016,"2016-2018","CEGL007240","{A3A92DA1-8705-4B23-8EA7-15019E56B320}",3,5000,0
"CUGA",2016,"2016-2018","CEGL007240","{A3A92DA1-8705-4B23-8EA7-15019E56B320}",4,1250,500
"NISI",2016,"2016-2018","CEGL008462","{A3CBE707-2D0C-49E5-972B-C4446F2E8D64}",5,2500,0
"NISI",2016,"2016-2018","CEGL008462","{A3CBE707-2D0C-49E5-972B-C4446F2E8D64}",1,11250,250
"NISI",2016,"2016-2018","CEGL008462","{A3CBE707-2D0C-49E5-972B-C4446F2E8D64}",2,0,250
"NISI",2016,"2016-2018","CEGL008462","{A3CBE707-2D0C-49E5-972B-C4446F2E8D64}",3,0,125
"NISI",2016,"2016-2018","CEGL008462","{A3CBE707-2D0C-49E5-972B-C4446F2E8D64}",4,5000,625
"CUGA",2011,"2011-2013","CEGL007267","{A4310F27-4F15-4DE7-86BD-6A034349E67B}",5,32500,375
"CUGA",2011,"2011-2013","CEGL007267","{A4310F27-4F15-4DE7-86BD-6A034349E67B}",1,15000,125
"CUGA",2011,"2011-2013","CEGL007267","{A4310F27-4F15-4DE7-86BD-6A034349E67B}",2,32500,625
"CHIC",2011,"2011-2013","CEGL008429","{A461B7EA-4E7E-4D20-9DA4-ED9E53A04190}",2,1250,0
"COWP",2011,"2011-2013","CEGL007221","{A4852929-201E-4567-91F0-B9336A794F81}",5,2500,0
"COWP",2011,"2011-2013","CEGL007221","{A4852929-201E-4567-91F0-B9336A794F81}",1,1250,125
"COWP",2011,"2011-2013","CEGL007221","{A4852929-201E-4567-91F0-B9336A794F81}",3,3750,0
"COWP",2011,"2011-2013","CEGL007221","{A4852929-201E-4567-91F0-B9336A794F81}",4,5000,0
"MACA",2011,"2011-2013","CEGL008442","{A4B39D9A-96AE-48EB-800D-F3F838428675}",1,2500,0
"MACA",2011,"2011-2013","CEGL008442","{A4B39D9A-96AE-48EB-800D-F3F838428675}",2,18750,0
"MACA",2011,"2011-2013","CEGL008442","{A4B39D9A-96AE-48EB-800D-F3F838428675}",3,1250,0
"MACA",2011,"2011-2013","CEGL008442","{A4B39D9A-96AE-48EB-800D-F3F838428675}",4,1250,0
"MACA",2011,"2011-2013","CEGL002411","{A4D4F4E5-9186-412E-85E9-F702E50BF8BD}",5,1250,0
"MACA",2011,"2011-2013","CEGL002411","{A4D4F4E5-9186-412E-85E9-F702E50BF8BD}",1,2500,0
"MACA",2011,"2011-2013","CEGL002411","{A4D4F4E5-9186-412E-85E9-F702E50BF8BD}",2,38750,625
"MACA",2011,"2011-2013","CEGL002411","{A4D4F4E5-9186-412E-85E9-F702E50BF8BD}",3,3750,0
"MACA",2011,"2011-2013","CEGL002411","{A4D4F4E5-9186-412E-85E9-F702E50BF8BD}",4,1250,0
"BIRT",2016,"2016-2017","CEGL007220","{A791209E-BC49-4A25-99E7-F4E7B71A9CDC}",5,0,250
"BIRT",2016,"2016-2017","CEGL007220","{A791209E-BC49-4A25-99E7-F4E7B71A9CDC}",2,12500,625
"BIRT",2016,"2016-2017","CEGL007220","{A791209E-BC49-4A25-99E7-F4E7B71A9CDC}",3,0,125
"BIRT",2016,"2016-2017","CEGL007220","{A791209E-BC49-4A25-99E7-F4E7B71A9CDC}",4,0,375
"CUGA",2016,"2016-2018","CEGL007240","{A84DFE88-DA37-4A3C-8E6D-041BEDC78381}",5,5000,875
"CUGA",2016,"2016-2018","CEGL007240","{A84DFE88-DA37-4A3C-8E6D-041BEDC78381}",1,11250,125
"CUGA",2016,"2016-2018","CEGL007240","{A84DFE88-DA37-4A3C-8E6D-041BEDC78381}",2,23750,1250
"CUGA",2016,"2016-2018","CEGL007240","{A84DFE88-DA37-4A3C-8E6D-041BEDC78381}",3,2500,0
"CUGA",2016,"2016-2018","CEGL007240","{A84DFE88-DA37-4A3C-8E6D-041BEDC78381}",4,3750,250
"BIRT",2016,"2016-2017","CEGL007124","{A8947346-86E8-4CA8-ABF8-5B6E01CD70D2}",0,1250,0
"BIRT",2016,"2016-2017","CEGL007124","{A8947346-86E8-4CA8-ABF8-5B6E01CD70D2}",5,0,125
"BIRT",2016,"2016-2017","CEGL007124","{A8947346-86E8-4CA8-ABF8-5B6E01CD70D2}",2,37500,2250
"BIRT",2016,"2016-2017","CEGL007124","{A8947346-86E8-4CA8-ABF8-5B6E01CD70D2}",3,1250,250
"BIRT",2016,"2016-2017","CEGL007124","{A8947346-86E8-4CA8-ABF8-5B6E01CD70D2}",4,0,125
"KIMO",2011,"2011-2013","CEGL008431","{A9E50AA0-DA18-49A2-A55E-964DDFDD8006}",5,7500,250
"KIMO",2011,"2011-2013","CEGL008431","{A9E50AA0-DA18-49A2-A55E-964DDFDD8006}",1,35000,0
"KIMO",2011,"2011-2013","CEGL008431","{A9E50AA0-DA18-49A2-A55E-964DDFDD8006}",2,5000,625
"KIMO",2011,"2011-2013","CEGL008431","{A9E50AA0-DA18-49A2-A55E-964DDFDD8006}",3,0,375
"KIMO",2011,"2011-2013","CEGL008431","{A9E50AA0-DA18-49A2-A55E-964DDFDD8006}",4,2500,0
"GUCO",2016,"2016-2018","CEGL007244","{A9F46A70-3AD5-41DA-949D-2C4E70AAA84B}",1,2500,125
"GUCO",2016,"2016-2018","CEGL007244","{A9F46A70-3AD5-41DA-949D-2C4E70AAA84B}",2,2500,1125
"GUCO",2016,"2016-2018","CEGL007244","{A9F46A70-3AD5-41DA-949D-2C4E70AAA84B}",3,0,500
"GUCO",2016,"2016-2018","CEGL007244","{A9F46A70-3AD5-41DA-949D-2C4E70AAA84B}",4,1250,125
"CUGA",2011,"2011-2013",,"{AA3B4105-3D69-42F0-ABE7-1E54B3415EA6}",5,2500,0
"CUGA",2011,"2011-2013",,"{AA3B4105-3D69-42F0-ABE7-1E54B3415EA6}",1,43750,0
"CUGA",2011,"2011-2013",,"{AA3B4105-3D69-42F0-ABE7-1E54B3415EA6}",2,272500,1125
"CUGA",2011,"2011-2013",,"{AA3B4105-3D69-42F0-ABE7-1E54B3415EA6}",4,1250,0
"CUGA",2011,"2011-2013","CEGL006286","{AA3E4745-140F-49A7-BD28-FC5708B127DB}",5,11250,1375
"CUGA",2011,"2011-2013","CEGL006286","{AA3E4745-140F-49A7-BD28-FC5708B127DB}",1,10000,125
"CUGA",2011,"2011-2013","CEGL006286","{AA3E4745-140F-49A7-BD28-FC5708B127DB}",2,18750,375
"CUGA",2011,"2011-2013","CEGL006286","{AA3E4745-140F-49A7-BD28-FC5708B127DB}",4,2500,0
"DONE",2011,"2011-2013","CEGL007246","{AAB151DF-B384-4AA3-82F2-69E655E595D3}",5,11250,625
"DONE",2011,"2011-2013","CEGL007246","{AAB151DF-B384-4AA3-82F2-69E655E595D3}",1,28750,125
"DONE",2011,"2011-2013","CEGL007246","{AAB151DF-B384-4AA3-82F2-69E655E595D3}",2,78750,875
"DONE",2011,"2011-2013","CEGL007246","{AAB151DF-B384-4AA3-82F2-69E655E595D3}",3,7500,0
"DONE",2011,"2011-2013","CEGL007246","{AAB151DF-B384-4AA3-82F2-69E655E595D3}",4,6250,3375
"SHIL",2011,"2011-2013","CEGL007246","{AC37A7AC-3793-4707-9FED-8E2D210D76A9}",1,1250,125
"SHIL",2011,"2011-2013","CEGL007246","{AC37A7AC-3793-4707-9FED-8E2D210D76A9}",2,6250,625
"SHIL",2011,"2011-2013","CEGL007246","{AC37A7AC-3793-4707-9FED-8E2D210D76A9}",3,0,250
"SHIL",2011,"2011-2013","CEGL007246","{AC37A7AC-3793-4707-9FED-8E2D210D76A9}",4,0,125
"DONE",2016,"2016-2018","CEGL007124","{ACF21E92-BFA9-4E15-8039-D2805032CA01}",5,3750,125
"DONE",2016,"2016-2018","CEGL007124","{ACF21E92-BFA9-4E15-8039-D2805032CA01}",1,21250,0
"DONE",2016,"2016-2018","CEGL007124","{ACF21E92-BFA9-4E15-8039-D2805032CA01}",2,25000,250
"DONE",2016,"2016-2018","CEGL007124","{ACF21E92-BFA9-4E15-8039-D2805032CA01}",3,6250,750
"DONE",2016,"2016-2018","CEGL007124","{ACF21E92-BFA9-4E15-8039-D2805032CA01}",4,25000,125
"LIRI",2016,"2016-2018","CEGL008430","{AD4703C2-C489-4956-B81B-361A96767319}",1,11250,125
"LIRI",2016,"2016-2018","CEGL008430","{AD4703C2-C489-4956-B81B-361A96767319}",2,11250,2000
"LIRI",2016,"2016-2018","CEGL008430","{AD4703C2-C489-4956-B81B-361A96767319}",4,1250,0
"HEIM",2011,"2011-2013","CEGL007246","{AD5CADA9-06B6-42DB-8332-53148235EE9C}",5,2500,125
"HEIM",2011,"2011-2013","CEGL007246","{AD5CADA9-06B6-42DB-8332-53148235EE9C}",1,6250,125
"HEIM",2011,"2011-2013","CEGL007246","{AD5CADA9-06B6-42DB-8332-53148235EE9C}",2,3750,875
"HEIM",2011,"2011-2013","CEGL007246","{AD5CADA9-06B6-42DB-8332-53148235EE9C}",3,2500,125
"CHIC",2011,"2011-2013","CEGL008429","{AD95A506-4CA7-4FCF-A539-29324657CE82}",0,5000,0
"CHIC",2011,"2011-2013","CEGL008429","{AD95A506-4CA7-4FCF-A539-29324657CE82}",3,3750,0
"CHIC",2011,"2011-2013","CEGL008429","{AD95A506-4CA7-4FCF-A539-29324657CE82}",4,0,125
"GUCO",2016,"2016-2018","CEGL002591","{AE9A95E4-9E3C-4136-B8AE-4796F9F18ACC}",1,0,125
"GUCO",2016,"2016-2018","CEGL002591","{AE9A95E4-9E3C-4136-B8AE-4796F9F18ACC}",2,6250,1500
"GUCO",2016,"2016-2018","CEGL002591","{AE9A95E4-9E3C-4136-B8AE-4796F9F18ACC}",4,1250,0
"KIMO",2011,"2011-2013","CEGL006281","{AF4B6749-7FAC-4D06-BA92-3112D4000B11}",5,2500,0
"KIMO",2011,"2011-2013","CEGL006281","{AF4B6749-7FAC-4D06-BA92-3112D4000B11}",1,13750,0
"KIMO",2011,"2011-2013","CEGL006281","{AF4B6749-7FAC-4D06-BA92-3112D4000B11}",2,32500,375
"KIMO",2011,"2011-2013","CEGL006281","{AF4B6749-7FAC-4D06-BA92-3112D4000B11}",3,0,125
"KIMO",2011,"2011-2013","CEGL006281","{AF4B6749-7FAC-4D06-BA92-3112D4000B11}",4,3750,0
"CUGA",2016,"2016-2018",,"{AF53FA00-501D-409F-AA74-A00A113EF804}",5,3750,0
"CUGA",2016,"2016-2018",,"{AF53FA00-501D-409F-AA74-A00A113EF804}",1,43750,0
"CUGA",2016,"2016-2018",,"{AF53FA00-501D-409F-AA74-A00A113EF804}",2,55000,375
"CUGA",2016,"2016-2018",,"{AF53FA00-501D-409F-AA74-A00A113EF804}",3,1250,0
"CUGA",2016,"2016-2018",,"{AF53FA00-501D-409F-AA74-A00A113EF804}",4,1250,0
"MACA",2011,"2011-2013","CEGL007121","{B1333498-DCA3-44E1-970E-4DB1F79DCB6A}",5,1250,125
"MACA",2011,"2011-2013","CEGL007121","{B1333498-DCA3-44E1-970E-4DB1F79DCB6A}",1,10000,375
"MACA",2011,"2011-2013","CEGL007121","{B1333498-DCA3-44E1-970E-4DB1F79DCB6A}",2,22500,1000
"MACA",2011,"2011-2013","CEGL007121","{B1333498-DCA3-44E1-970E-4DB1F79DCB6A}",3,7500,625
"MACA",2011,"2011-2013","CEGL007121","{B1333498-DCA3-44E1-970E-4DB1F79DCB6A}",4,13750,1375
"KNOB",2011,"2011-2013","CEGL005018","{B20B695B-2EBF-49B1-B27E-FB20AFDBE796}",5,2500,125
"KNOB",2011,"2011-2013","CEGL005018","{B20B695B-2EBF-49B1-B27E-FB20AFDBE796}",1,16250,250
"KNOB",2011,"2011-2013","CEGL005018","{B20B695B-2EBF-49B1-B27E-FB20AFDBE796}",2,52500,2625
"KNOB",2011,"2011-2013","CEGL005018","{B20B695B-2EBF-49B1-B27E-FB20AFDBE796}",3,0,125
"KNOB",2011,"2011-2013","CEGL005018","{B20B695B-2EBF-49B1-B27E-FB20AFDBE796}",4,1250,250
"MACA",2011,"2011-2013","CEGL005018","{B3CB279B-855A-4556-BEA5-36E666C5FB11}",5,7500,375
"MACA",2011,"2011-2013","CEGL005018","{B3CB279B-855A-4556-BEA5-36E666C5FB11}",1,2500,125
"MACA",2011,"2011-2013","CEGL005018","{B3CB279B-855A-4556-BEA5-36E666C5FB11}",2,5000,1250
"MACA",2011,"2011-2013","CEGL005018","{B3CB279B-855A-4556-BEA5-36E666C5FB11}",3,1250,1125
"MACA",2011,"2011-2013","CEGL005018","{B3CB279B-855A-4556-BEA5-36E666C5FB11}",4,2500,250
"KNOB",2016,"2016-2018","CEGL007220","{B575E194-AE66-4F89-9344-6637472E037B}",5,1250,1625
"KNOB",2016,"2016-2018","CEGL007220","{B575E194-AE66-4F89-9344-6637472E037B}",1,7500,125
"KNOB",2016,"2016-2018","CEGL007220","{B575E194-AE66-4F89-9344-6637472E037B}",2,28750,1375
"KNOB",2016,"2016-2018","CEGL007220","{B575E194-AE66-4F89-9344-6637472E037B}",3,5000,0
"KNOB",2016,"2016-2018","CEGL007220","{B575E194-AE66-4F89-9344-6637472E037B}",4,8750,1375
"MACA",2011,"2011-2013","CEGL007795","{B60EEEB7-932D-4DD9-81ED-CBCBA26AD429}",1,22500,2125
"MACA",2011,"2011-2013","CEGL007795","{B60EEEB7-932D-4DD9-81ED-CBCBA26AD429}",2,13750,1250
"MACA",2011,"2011-2013","CEGL007795","{B60EEEB7-932D-4DD9-81ED-CBCBA26AD429}",4,0,375
"DONE",2016,"2016-2018","CEGL007220","{B6E68142-F4B7-4D8D-AECB-87831CD9D337}",5,17500,750
"DONE",2016,"2016-2018","CEGL007220","{B6E68142-F4B7-4D8D-AECB-87831CD9D337}",1,7500,0
"DONE",2016,"2016-2018","CEGL007220","{B6E68142-F4B7-4D8D-AECB-87831CD9D337}",2,48750,875
"DONE",2016,"2016-2018","CEGL007220","{B6E68142-F4B7-4D8D-AECB-87831CD9D337}",3,6250,0
"DONE",2016,"2016-2018","CEGL007220","{B6E68142-F4B7-4D8D-AECB-87831CD9D337}",4,1250,0
"SHIL",2016,"2016-2018","CEGL007246","{B6F6D70A-A8A8-4C8A-988D-33A55BA7FAD4}",5,1250,125
"SHIL",2016,"2016-2018","CEGL007246","{B6F6D70A-A8A8-4C8A-988D-33A55BA7FAD4}",1,7500,250
"SHIL",2016,"2016-2018","CEGL007246","{B6F6D70A-A8A8-4C8A-988D-33A55BA7FAD4}",2,13750,1250
"SHIL",2016,"2016-2018","CEGL007246","{B6F6D70A-A8A8-4C8A-988D-33A55BA7FAD4}",3,2500,0
"SHIL",2016,"2016-2018","CEGL007246","{B6F6D70A-A8A8-4C8A-988D-33A55BA7FAD4}",4,2500,125
"KIMO",2011,"2011-2013","CEGL007244","{B7666359-DE84-40A6-BE78-FEBF7FAB029E}",5,2500,0
"KIMO",2011,"2011-2013","CEGL007244","{B7666359-DE84-40A6-BE78-FEBF7FAB029E}",1,8750,0
"KIMO",2011,"2011-2013","CEGL007244","{B7666359-DE84-40A6-BE78-FEBF7FAB029E}",2,2500,250
"KIMO",2011,"2011-2013","CEGL007244","{B7666359-DE84-40A6-BE78-FEBF7FAB029E}",3,0,125
"CARL",2016,"2016-2018","CEGL006286","{B81A2649-B970-46D4-827B-ABD4C45CEE81}",2,0,250
"COWP",2016,"2016-2018","CEGL004418","{B81AF911-F809-413C-A77B-19E7C90C9A96}",1,8750,625
"COWP",2016,"2016-2018","CEGL004418","{B81AF911-F809-413C-A77B-19E7C90C9A96}",2,0,750
"COWP",2016,"2016-2018","CEGL004418","{B81AF911-F809-413C-A77B-19E7C90C9A96}",3,1250,0
"COWP",2016,"2016-2018","CEGL004418","{B81AF911-F809-413C-A77B-19E7C90C9A96}",4,0,250
"KIMO",2016,"2016-2018","CEGL006281","{B845E5E4-CA3B-4B17-B14A-946FB2DF85C3}",5,1250,0
"KIMO",2016,"2016-2018","CEGL006281","{B845E5E4-CA3B-4B17-B14A-946FB2DF85C3}",1,13750,0
"KIMO",2016,"2016-2018","CEGL006281","{B845E5E4-CA3B-4B17-B14A-946FB2DF85C3}",2,5000,625
"KIMO",2016,"2016-2018","CEGL006281","{B845E5E4-CA3B-4B17-B14A-946FB2DF85C3}",3,0,250
